IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 2 
Run time: 11:15:27 26-11-2020
Barometric pressure: 1.0199 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s], PIV,Ch17(363.5mm),Ch18(383.5mm),Ch19(403.5mm),Ch20(423.5mm),Ch21(443.5mm),Ch22(463.5mm),Ch23(483.5mm),Ch24(503.5mm),Ch25(523.5mm),Ch26(543.5mm),Ch27(563.5mm),Ch28(583.5mm),Ch29(0.0mm),Ch30(0.0mm),Ch31(0.0mm),Ch32(0.0mm),Kulite
19.42000,0.00000,0.76490,0.78699,0.79442,0.80736,0.82372,0.82791,0.83781,0.85234,0.86092,0.85901,0.86315,0.86587,1.01996,1.02001,1.02001,1.01989,0.00000
19.43000,0.00000,0.76728,0.79040,0.79701,0.80903,0.82577,0.82997,0.83944,0.85396,0.86282,0.86147,0.86547,0.86823,1.01996,1.02001,1.01996,1.01984,0.00000
19.44000,0.00000,0.76667,0.78830,0.79855,0.81004,0.82341,0.83080,0.83980,0.85255,0.86203,0.86075,0.86583,0.86785,1.01991,1.02001,1.02006,1.01995,0.00000
19.45000,0.00000,0.76935,0.78735,0.79770,0.80710,0.82120,0.82920,0.83899,0.85129,0.85954,0.86044,0.86628,0.86867,1.01996,1.01986,1.02006,1.01995,0.00000
19.46000,0.00000,0.77300,0.79140,0.79770,0.80518,0.81768,0.82909,0.83853,0.85061,0.85975,0.86116,0.86623,0.86785,1.01991,1.02001,1.01996,1.02011,0.00000
19.47000,0.00000,0.77097,0.79477,0.79844,0.80559,0.82572,0.82987,0.83965,0.85239,0.86044,0.86265,0.86729,0.87011,1.01986,1.01996,1.01991,1.01995,0.00000
19.48000,0.00000,0.77918,0.79466,0.80119,0.80741,0.82367,0.83204,0.84159,0.85459,0.86372,0.86476,0.86972,0.87194,1.01986,1.02006,1.01986,1.01989,0.00000
19.49000,0.00000,0.78272,0.80008,0.80510,0.81247,0.82881,0.83348,0.84281,0.85637,0.86462,0.86558,0.87089,0.87320,1.01996,1.01996,1.02001,1.01984,0.00000
19.50000,0.00000,0.78237,0.80092,0.80674,0.81475,0.83475,0.83570,0.84455,0.85762,0.86669,0.86809,0.87286,0.87464,1.01996,1.01986,1.01996,1.02000,0.00000
19.51000,0.00000,0.78490,0.80103,0.80891,0.81854,0.83254,0.83756,0.84654,0.86014,0.86828,0.86907,0.87402,0.87556,1.01996,1.01996,1.02001,1.02005,0.00000
19.52000,0.00000,0.78161,0.79919,0.80859,0.81799,0.83218,0.83854,0.84746,0.86014,0.86844,0.86953,0.87377,0.87464,1.01986,1.02006,1.01991,1.01989,0.00000
19.53000,0.00000,0.77958,0.79861,0.80917,0.81870,0.83307,0.83926,0.84833,0.86155,0.86934,0.86984,0.87397,0.87517,1.02001,1.01996,1.02001,1.01989,0.00000
19.54000,0.00000,0.78454,0.80571,0.81298,0.82457,0.84205,0.84252,0.85072,0.86344,0.87204,0.87061,0.87432,0.87642,1.01991,1.01996,1.01991,1.02005,0.00000
19.55000,0.00000,0.78860,0.80776,0.81552,0.82761,0.84052,0.84469,0.85287,0.86605,0.87304,0.87082,0.87453,0.87753,1.02017,1.01991,1.01996,1.01984,0.00000
19.56000,0.00000,0.79189,0.81044,0.81785,0.83019,0.83848,0.84546,0.85394,0.86632,0.87336,0.87117,0.87473,0.87797,1.01991,1.01996,1.01991,1.02011,0.00000
19.57000,0.00000,0.79462,0.81307,0.81954,0.82953,0.84094,0.84623,0.85435,0.86626,0.87325,0.87200,0.87523,0.87763,1.02001,1.02006,1.02001,1.01989,0.00000
19.58000,0.00000,0.79624,0.81376,0.82107,0.83095,0.84236,0.84696,0.85481,0.86543,0.87267,0.87159,0.87599,0.87864,1.01981,1.01991,1.01991,1.02005,0.00000
19.59000,0.00000,0.79528,0.81218,0.82234,0.83318,0.84588,0.84882,0.85624,0.86778,0.87511,0.87420,0.87791,0.88023,1.01996,1.01996,1.01996,1.02005,0.00000
19.60000,0.00000,0.79878,0.81539,0.82451,0.83707,0.84509,0.85021,0.85833,0.86988,0.87601,0.87431,0.87862,0.88129,1.01996,1.01981,1.01991,1.01995,0.00000
19.61000,0.00000,0.80268,0.81775,0.82430,0.83713,0.84005,0.85093,0.85869,0.86988,0.87723,0.87461,0.87852,0.87970,1.01996,1.02006,1.01991,1.01984,0.00000
19.62000,0.00000,0.80136,0.82117,0.82477,0.83854,0.84289,0.85166,0.85950,0.87056,0.87786,0.87523,0.87832,0.87941,1.02001,1.01986,1.02006,1.02000,0.00000
19.63000,0.00000,0.80014,0.81654,0.82562,0.83682,0.84310,0.85227,0.86001,0.87056,0.87707,0.87446,0.87771,0.87922,1.01986,1.02001,1.01991,1.01995,0.00000
19.64000,0.00000,0.79842,0.81681,0.82678,0.83525,0.84635,0.85248,0.86022,0.87087,0.87728,0.87508,0.87832,0.88076,1.01996,1.02001,1.02001,1.02005,0.00000
19.65000,0.00000,0.80222,0.81744,0.82768,0.83748,0.84898,0.85357,0.86139,0.87249,0.87882,0.87759,0.88120,0.88360,1.01986,1.02006,1.01996,1.02000,0.00000
19.66000,0.00000,0.80435,0.82328,0.83043,0.84011,0.85245,0.85594,0.86318,0.87396,0.88130,0.88088,0.88409,0.88510,1.02007,1.01996,1.01996,1.01989,0.00000
19.67000,0.00000,0.80369,0.81975,0.83075,0.84219,0.84840,0.85656,0.86344,0.87370,0.87982,0.87954,0.88292,0.88389,1.02001,1.02001,1.01996,1.01989,0.00000
19.68000,0.00000,0.80349,0.82296,0.82943,0.84224,0.85213,0.85625,0.86374,0.87386,0.88014,0.87954,0.88307,0.88466,1.01991,1.01996,1.01996,1.02000,0.00000
19.69000,0.00000,0.81235,0.82801,0.83249,0.84386,0.85071,0.85739,0.86476,0.87516,0.88194,0.88026,0.88409,0.88558,1.01991,1.02001,1.01986,1.01995,0.00000
19.70000,0.00000,0.81002,0.82407,0.83160,0.84057,0.84525,0.85568,0.86323,0.87297,0.87913,0.87960,0.88323,0.88341,1.01996,1.02001,1.01991,1.01989,0.00000
19.71000,0.00000,0.81650,0.83169,0.83144,0.84254,0.85628,0.85594,0.86374,0.87375,0.88003,0.87929,0.88312,0.88447,1.02001,1.01981,1.01991,1.01995,0.00000
19.72000,0.00000,0.82466,0.83748,0.83974,0.84907,0.85901,0.85976,0.86650,0.87747,0.88369,0.88201,0.88495,0.88702,1.01986,1.02001,1.01996,1.02000,0.00000
19.73000,0.00000,0.82147,0.83732,0.84022,0.85277,0.85911,0.86074,0.86747,0.87862,0.88411,0.88232,0.88510,0.88698,1.01991,1.01996,1.02006,1.02005,0.00000
19.74000,0.00000,0.82329,0.83932,0.84339,0.85475,0.86148,0.86286,0.86885,0.87893,0.88506,0.88232,0.88505,0.88698,1.02001,1.01996,1.02001,1.01984,0.00000
19.75000,0.00000,0.82876,0.84337,0.84450,0.85571,0.86153,0.86446,0.87017,0.88051,0.88570,0.88463,0.88707,0.88871,1.01996,1.02006,1.01991,1.01989,0.00000
19.76000,0.00000,0.82096,0.83485,0.84551,0.85328,0.85864,0.86436,0.87007,0.87878,0.88448,0.88360,0.88682,0.88871,1.01996,1.01996,1.02001,1.01989,0.00000
19.77000,0.00000,0.82532,0.84016,0.84545,0.85571,0.86358,0.86586,0.87125,0.88092,0.88655,0.88576,0.88854,0.89035,1.01991,1.02001,1.02001,1.01984,0.00000
19.78000,0.00000,0.82501,0.83990,0.84810,0.85591,0.86526,0.86725,0.87262,0.88223,0.88798,0.88653,0.88924,0.89102,1.02007,1.01986,1.02001,1.02000,0.00000
19.79000,0.00000,0.82674,0.84390,0.84863,0.85768,0.86106,0.86771,0.87324,0.88208,0.88739,0.88689,0.88965,0.89136,1.01991,1.01991,1.02001,1.01995,0.00000
19.80000,0.00000,0.82902,0.84669,0.85027,0.86022,0.86631,0.86890,0.87436,0.88360,0.88909,0.88833,0.89005,0.89213,1.01991,1.01991,1.01991,1.02000,0.00000
19.81000,0.00000,0.83297,0.84395,0.85101,0.86062,0.86137,0.86968,0.87523,0.88449,0.88978,0.88899,0.89066,0.89204,1.01986,1.01991,1.01996,1.01995,0.00000
19.82000,0.00000,0.83459,0.84322,0.84926,0.85859,0.85854,0.86901,0.87482,0.88318,0.88867,0.88750,0.88970,0.89069,1.01996,1.02006,1.01991,1.01995,0.00000
19.83000,0.00000,0.83104,0.83985,0.84820,0.85530,0.85817,0.86859,0.87421,0.88276,0.88840,0.88843,0.89152,0.89319,1.01996,1.01991,1.01986,1.02000,0.00000
19.84000,0.00000,0.83317,0.84627,0.84767,0.85799,0.86825,0.86823,0.87467,0.88380,0.88883,0.88781,0.89107,0.89290,1.02001,1.02001,1.02011,1.02000,0.00000
19.85000,0.00000,0.83930,0.85053,0.85275,0.86290,0.86846,0.87045,0.87656,0.88585,0.89094,0.89028,0.89299,0.89430,1.01996,1.02006,1.01986,1.01995,0.00000
19.86000,0.00000,0.84254,0.85106,0.85598,0.86295,0.86479,0.87148,0.87656,0.88490,0.88962,0.88848,0.89193,0.89314,1.01986,1.01986,1.01996,1.02000,0.00000
19.87000,0.00000,0.83874,0.84948,0.85280,0.85946,0.86804,0.87071,0.87599,0.88412,0.88935,0.89002,0.89279,0.89401,1.01996,1.01991,1.01986,1.02005,0.00000
19.88000,0.00000,0.84330,0.85227,0.85407,0.86341,0.86510,0.87154,0.87727,0.88606,0.89073,0.89084,0.89400,0.89430,1.01981,1.02006,1.01991,1.01984,0.00000
19.89000,0.00000,0.84452,0.85369,0.85497,0.86320,0.87062,0.87231,0.87753,0.88574,0.89089,0.89100,0.89329,0.89464,1.01986,1.01986,1.02001,1.01989,0.00000
19.90000,0.00000,0.84807,0.86074,0.85725,0.86761,0.87382,0.87319,0.87875,0.88731,0.89237,0.89243,0.89451,0.89560,1.01991,1.01996,1.02006,1.01995,0.00000
19.91000,0.00000,0.84913,0.85879,0.85931,0.86918,0.87046,0.87500,0.88018,0.88936,0.89470,0.89454,0.89688,0.89849,1.01986,1.02011,1.01991,1.01989,0.00000
19.92000,0.00000,0.84878,0.85842,0.85905,0.86715,0.87466,0.87531,0.88008,0.88883,0.89470,0.89490,0.89759,0.89844,1.02012,1.02001,1.01996,1.01995,0.00000
19.93000,0.00000,0.84949,0.86126,0.86122,0.86741,0.87703,0.87525,0.88044,0.88930,0.89433,0.89485,0.89810,0.89864,1.02007,1.01986,1.01996,1.02000,0.00000
19.94000,0.00000,0.84949,0.86632,0.86439,0.86650,0.88522,0.87654,0.88171,0.89025,0.89545,0.89403,0.89683,0.89772,1.01996,1.01991,1.02011,1.01984,0.00000
19.95000,0.00000,0.83287,0.83054,0.86354,0.85824,0.85749,0.87949,0.88365,0.89255,0.89788,0.89341,0.89688,0.89787,1.01996,1.01996,1.01986,1.01984,0.00000
19.96000,0.00000,0.79407,0.78998,0.84022,0.83373,0.83034,0.86756,0.87492,0.87721,0.88358,0.88350,0.88889,0.89064,1.01991,1.02006,1.01996,1.02000,0.00000
19.97000,0.00000,0.77330,0.76727,0.82112,0.81611,0.81674,0.85708,0.86716,0.86736,0.87463,0.87590,0.88151,0.88433,1.01991,1.01991,1.01991,1.01995,0.00000
19.98000,0.00000,0.75406,0.75785,0.80500,0.80361,0.80209,0.84696,0.85899,0.85673,0.86436,0.86799,0.87468,0.87772,1.01991,1.01991,1.01991,1.01989,0.00000
19.99000,0.00000,0.74520,0.75286,0.79590,0.79698,0.80577,0.84283,0.85588,0.85647,0.86653,0.86717,0.87301,0.87825,1.01996,1.02011,1.01991,1.01995,0.00000
20.00000,0.00000,0.73943,0.74424,0.78855,0.79167,0.79065,0.83756,0.85129,0.85223,0.86346,0.86424,0.87129,0.87541,1.01975,1.02006,1.02001,1.01989,0.00000
20.01000,0.00000,0.73533,0.74702,0.77777,0.79025,0.80130,0.83100,0.84628,0.84762,0.85800,0.86024,0.86740,0.87440,1.01991,1.01991,1.01991,1.01989,0.00000
20.02000,0.00000,0.73978,0.75523,0.77888,0.79263,0.80214,0.83322,0.84685,0.85207,0.86330,0.86666,0.87321,0.88148,1.01991,1.02006,1.01991,1.02016,0.00000
20.03000,0.00000,0.72971,0.74024,0.77370,0.78266,0.79663,0.82755,0.84225,0.84454,0.85822,0.86065,0.86952,0.87392,1.01991,1.01986,1.01986,1.02011,0.00000
20.04000,0.00000,0.72824,0.74645,0.77407,0.78387,0.79705,0.82620,0.84011,0.84349,0.86055,0.86245,0.87169,0.87811,1.01986,1.01996,1.02006,1.02000,0.00000
20.05000,0.00000,0.72779,0.74792,0.76846,0.78094,0.80041,0.82197,0.83735,0.84208,0.85827,0.86142,0.87139,0.87739,1.01996,1.01991,1.01991,1.01989,0.00000
20.06000,0.00000,0.73892,0.76422,0.77306,0.79126,0.81779,0.82579,0.83985,0.84820,0.86288,0.86486,0.87276,0.88129,1.01996,1.02001,1.01986,1.02000,0.00000
20.07000,0.00000,0.73629,0.75838,0.77793,0.79293,0.81007,0.82868,0.84200,0.85249,0.86817,0.87117,0.87827,0.88524,1.01996,1.02006,1.02001,1.01989,0.00000
20.08000,0.00000,0.73781,0.76206,0.77682,0.79855,0.81585,0.82822,0.84235,0.85244,0.86568,0.87020,0.87736,0.88471,1.01996,1.01991,1.01991,1.02005,0.00000
20.09000,0.00000,0.73735,0.76154,0.77682,0.79865,0.80403,0.82863,0.84225,0.85124,0.86452,0.87159,0.87908,0.88457,1.02007,1.02001,1.01986,1.01995,0.00000
20.10000,0.00000,0.74287,0.76101,0.77835,0.79895,0.80797,0.82775,0.84169,0.85097,0.86240,0.87056,0.87832,0.88360,1.01991,1.01996,1.01996,1.02005,0.00000
20.11000,0.00000,0.73523,0.75607,0.77444,0.79146,0.80519,0.82496,0.83985,0.84799,0.85933,0.86732,0.87620,0.88302,1.02007,1.01991,1.01991,1.02005,0.00000
20.12000,0.00000,0.73229,0.74881,0.77084,0.78438,0.79647,0.82295,0.83771,0.84401,0.85552,0.86388,0.87372,0.87912,1.01996,1.02001,1.01986,1.01995,0.00000
20.13000,0.00000,0.73604,0.75412,0.77079,0.78402,0.80256,0.81965,0.83439,0.84208,0.85340,0.86039,0.86876,0.87546,1.01996,1.01996,1.01991,1.02000,0.00000
20.14000,0.00000,0.73680,0.75644,0.77074,0.78802,0.80503,0.82120,0.83531,0.84490,0.85710,0.86404,0.87154,0.87917,1.01991,1.02001,1.01991,1.01989,0.00000
20.15000,0.00000,0.73892,0.75959,0.77238,0.78919,0.81012,0.82166,0.83756,0.84940,0.86129,0.86974,0.87675,0.88370,1.01991,1.01996,1.02001,1.01995,0.00000
20.16000,0.00000,0.74221,0.76133,0.77761,0.79050,0.81417,0.82295,0.83781,0.84946,0.86250,0.86927,0.87817,0.88481,1.01996,1.01996,1.01991,1.02000,0.00000
20.17000,0.00000,0.74743,0.76911,0.78099,0.79759,0.81658,0.82496,0.83929,0.85087,0.86478,0.87153,0.87893,0.88428,1.01991,1.02006,1.02001,1.01995,0.00000
20.18000,0.00000,0.74140,0.76369,0.77898,0.79425,0.80981,0.82527,0.83919,0.84961,0.86208,0.86984,0.87741,0.88192,1.01996,1.01996,1.01986,1.01989,0.00000
20.19000,0.00000,0.74647,0.76611,0.77750,0.79966,0.81312,0.82646,0.84016,0.85056,0.86266,0.86963,0.87695,0.88341,1.01996,1.02001,1.01991,1.01984,0.00000
20.20000,0.00000,0.73928,0.75433,0.77660,0.79551,0.81154,0.82465,0.83750,0.84736,0.85896,0.86527,0.87493,0.87922,1.02001,1.01981,1.02001,1.01989,0.00000
20.21000,0.00000,0.73690,0.76054,0.77470,0.79243,0.80892,0.82481,0.83771,0.84768,0.86086,0.86732,0.87569,0.88057,1.02001,1.02006,1.01996,1.01984,0.00000
20.22000,0.00000,0.74181,0.76069,0.77449,0.79496,0.80466,0.82465,0.83837,0.84951,0.86070,0.86691,0.87432,0.87984,1.01991,1.01991,1.01986,1.01989,0.00000
20.23000,0.00000,0.74363,0.76048,0.77613,0.79496,0.80655,0.82450,0.83899,0.84935,0.86044,0.86856,0.87589,0.88168,1.01996,1.01996,1.01996,1.01995,0.00000
20.24000,0.00000,0.74059,0.75633,0.77650,0.79349,0.80367,0.82409,0.83832,0.84857,0.86129,0.86784,0.87513,0.88013,1.01991,1.01986,1.02001,1.02000,0.00000
20.25000,0.00000,0.74677,0.76453,0.78004,0.79906,0.81810,0.82620,0.84011,0.85255,0.86499,0.86989,0.87706,0.88423,1.02022,1.01991,1.02006,1.01995,0.00000
20.26000,0.00000,0.75710,0.78025,0.78628,0.80670,0.82141,0.82899,0.84215,0.85480,0.86669,0.87472,0.88191,0.88828,1.01996,1.01996,1.02006,1.01995,0.00000
20.27000,0.00000,0.75249,0.77137,0.78691,0.79901,0.81936,0.83044,0.84327,0.85469,0.86764,0.87230,0.88060,0.88678,1.01996,1.02001,1.01996,1.01984,0.00000
20.28000,0.00000,0.74819,0.76627,0.78586,0.80017,0.81858,0.83018,0.84475,0.85663,0.87077,0.87554,0.88282,0.89117,1.02007,1.01991,1.01991,1.02000,0.00000
20.29000,0.00000,0.74971,0.77005,0.78453,0.80336,0.82419,0.83111,0.84572,0.85731,0.86949,0.87605,0.88292,0.88895,1.02001,1.01986,1.01996,1.01995,0.00000
20.30000,0.00000,0.74844,0.77216,0.78739,0.80290,0.81926,0.83245,0.84613,0.85778,0.86965,0.87400,0.88151,0.88558,1.01991,1.02011,1.01991,1.02016,0.00000
20.31000,0.00000,0.74631,0.76953,0.78406,0.79825,0.81569,0.83064,0.84424,0.85338,0.86489,0.87076,0.87847,0.88230,1.02001,1.01991,1.01996,1.02005,0.00000
20.32000,0.00000,0.74662,0.77095,0.78596,0.80225,0.81317,0.83075,0.84434,0.85511,0.86844,0.87056,0.87781,0.88331,1.01991,1.01986,1.02006,1.01995,0.00000
20.33000,0.00000,0.74662,0.76658,0.78480,0.79956,0.81186,0.82961,0.84337,0.85349,0.86573,0.87015,0.87741,0.88211,1.01991,1.02006,1.02001,1.01984,0.00000
20.34000,0.00000,0.74515,0.77158,0.78342,0.80214,0.81936,0.82925,0.84251,0.85275,0.86431,0.86963,0.87685,0.88269,1.01991,1.01991,1.01996,1.01989,0.00000
20.35000,0.00000,0.74996,0.76937,0.78432,0.80437,0.81574,0.83080,0.84409,0.85705,0.86907,0.87410,0.88125,0.88683,1.01996,1.01996,1.01996,1.02000,0.00000
20.36000,0.00000,0.74819,0.76569,0.78633,0.80225,0.81191,0.83090,0.84353,0.85537,0.86859,0.87395,0.88125,0.88567,1.01986,1.02011,1.01986,1.02000,0.00000
20.37000,0.00000,0.75062,0.77000,0.78522,0.80366,0.81868,0.82935,0.84261,0.85307,0.86558,0.86948,0.87721,0.88245,1.02007,1.02006,1.01996,1.01989,0.00000
20.38000,0.00000,0.74485,0.76143,0.78295,0.80032,0.80818,0.82904,0.84251,0.85296,0.86505,0.87051,0.87837,0.88216,1.01986,1.01991,1.02001,1.01989,0.00000
20.39000,0.00000,0.74353,0.75638,0.77941,0.79845,0.80640,0.82687,0.84011,0.84888,0.86113,0.86666,0.87498,0.87970,1.01996,1.02001,1.02001,1.01989,0.00000
20.40000,0.00000,0.74409,0.75996,0.77634,0.79739,0.81490,0.82522,0.84016,0.84993,0.86139,0.86758,0.87660,0.88264,1.01991,1.01996,1.01991,1.02000,0.00000
20.41000,0.00000,0.74221,0.76274,0.77898,0.79566,0.80955,0.82595,0.84001,0.85035,0.86272,0.86501,0.87503,0.87946,1.01986,1.01996,1.01996,1.01995,0.00000
20.42000,0.00000,0.73847,0.76133,0.77650,0.79354,0.81327,0.82595,0.83985,0.85108,0.86340,0.86512,0.87362,0.88004,1.01996,1.01996,1.02001,1.01995,0.00000
20.43000,0.00000,0.74024,0.76679,0.77877,0.79647,0.81774,0.82703,0.84047,0.84988,0.86383,0.86794,0.87609,0.88139,1.01991,1.01996,1.01991,1.01989,0.00000
20.44000,0.00000,0.74971,0.76727,0.78305,0.80083,0.81779,0.82755,0.84143,0.85202,0.86462,0.86984,0.87736,0.88245,1.01996,1.02006,1.02001,1.01989,0.00000
20.45000,0.00000,0.74525,0.76622,0.78052,0.80022,0.81453,0.82780,0.84149,0.85134,0.86494,0.86963,0.87670,0.88225,1.01986,1.02001,1.01996,1.01984,0.00000
20.46000,0.00000,0.75411,0.77216,0.78702,0.80392,0.82608,0.83080,0.84368,0.85490,0.86732,0.87200,0.87893,0.88558,1.01991,1.02006,1.01996,1.01984,0.00000
20.47000,0.00000,0.75183,0.77221,0.78781,0.80412,0.82461,0.83286,0.84455,0.85542,0.86817,0.87179,0.87999,0.88649,1.01981,1.02016,1.01981,1.01995,0.00000
20.48000,0.00000,0.76059,0.78041,0.78887,0.80802,0.83139,0.83493,0.84562,0.85673,0.86828,0.87282,0.88060,0.88789,1.01991,1.01991,1.01996,1.02016,0.00000
20.49000,0.00000,0.76515,0.78667,0.79416,0.81176,0.83228,0.83632,0.84639,0.85747,0.86955,0.87533,0.88378,0.88934,1.02001,1.01986,1.01996,1.02000,0.00000
20.50000,0.00000,0.76849,0.78888,0.79860,0.81105,0.83622,0.83813,0.84853,0.86097,0.87341,0.87883,0.88586,0.89261,1.01991,1.01991,1.01996,1.01984,0.00000
20.51000,0.00000,0.76328,0.78657,0.79865,0.81586,0.83816,0.83890,0.84950,0.86092,0.87373,0.88088,0.88823,0.89416,1.01981,1.02001,1.01986,1.01995,0.00000
20.52000,0.00000,0.76267,0.77952,0.79754,0.81799,0.82955,0.83957,0.85103,0.86359,0.87633,0.88360,0.89096,0.89705,1.01986,1.02011,1.01996,1.02000,0.00000
20.53000,0.00000,0.76424,0.77926,0.79680,0.81895,0.83517,0.84035,0.85200,0.86532,0.87686,0.88057,0.88838,0.89300,1.01981,1.02001,1.02001,1.01995,0.00000
20.54000,0.00000,0.76368,0.77978,0.79892,0.82224,0.83375,0.84350,0.85425,0.86731,0.87982,0.88524,0.89147,0.89522,1.01996,1.01996,1.01996,1.01995,0.00000
20.55000,0.00000,0.76257,0.78509,0.80203,0.82320,0.83302,0.84407,0.85537,0.86684,0.87876,0.88483,0.89208,0.89526,1.01991,1.01991,1.01996,1.01995,0.00000
20.56000,0.00000,0.76398,0.78578,0.79918,0.81657,0.83286,0.84396,0.85491,0.86543,0.87617,0.88088,0.88838,0.89175,1.02001,1.02001,1.01991,1.01989,0.00000
20.57000,0.00000,0.76728,0.78904,0.80203,0.81986,0.83112,0.84551,0.85603,0.86642,0.87781,0.88129,0.88798,0.89271,1.01991,1.01996,1.02006,1.01989,0.00000
20.58000,0.00000,0.76880,0.78536,0.80658,0.81773,0.83118,0.84732,0.85705,0.86679,0.87813,0.88458,0.89016,0.89522,1.01986,1.01991,1.01981,1.01984,0.00000
20.59000,0.00000,0.76085,0.78210,0.80119,0.81490,0.82808,0.84448,0.85511,0.86370,0.87384,0.87919,0.88575,0.88982,1.02001,1.01986,1.01996,1.02000,0.00000
20.60000,0.00000,0.76763,0.79335,0.80494,0.81733,0.84578,0.84721,0.85762,0.86752,0.87823,0.88109,0.88677,0.89194,1.01996,1.01996,1.01991,1.01984,0.00000
20.61000,0.00000,0.77315,0.79808,0.81049,0.81910,0.84157,0.85171,0.86165,0.87375,0.88363,0.88340,0.88904,0.89430,1.01991,1.02001,1.01991,1.01989,0.00000
20.62000,0.00000,0.77052,0.79430,0.80589,0.81632,0.84415,0.85093,0.86053,0.87082,0.88215,0.88401,0.89081,0.89700,1.01991,1.01991,1.02001,1.02000,0.00000
20.63000,0.00000,0.77907,0.80466,0.81092,0.82391,0.84987,0.85253,0.86231,0.87386,0.88326,0.88596,0.89258,0.89753,1.01986,1.02006,1.01991,1.01984,0.00000
20.64000,0.00000,0.77654,0.79924,0.81409,0.82275,0.84220,0.85326,0.86323,0.87333,0.88236,0.88560,0.89233,0.89599,1.01981,1.02006,1.01996,1.01995,0.00000
20.65000,0.00000,0.78115,0.79966,0.81377,0.82664,0.84241,0.85310,0.86267,0.87255,0.88321,0.88694,0.89273,0.89710,1.02001,1.01991,1.02001,1.02000,0.00000
20.66000,0.00000,0.78551,0.80045,0.81478,0.83075,0.84467,0.85171,0.86185,0.87029,0.87892,0.88499,0.89127,0.89512,1.01991,1.02001,1.01991,1.01995,0.00000
20.67000,0.00000,0.77700,0.79498,0.81335,0.82847,0.83575,0.85166,0.86104,0.86846,0.87961,0.88745,0.89324,0.89579,1.01991,1.01996,1.01996,1.01995,0.00000
20.68000,0.00000,0.78105,0.79950,0.81124,0.82933,0.84509,0.85042,0.86053,0.86893,0.87839,0.88756,0.89334,0.89685,1.01986,1.01996,1.01996,1.01984,0.00000
20.69000,0.00000,0.77335,0.79067,0.81018,0.82685,0.83223,0.85093,0.86047,0.86909,0.87940,0.88822,0.89425,0.89806,1.01991,1.01996,1.02001,1.02000,0.00000
20.70000,0.00000,0.77006,0.79093,0.80600,0.82351,0.83475,0.84758,0.85792,0.86569,0.87580,0.88663,0.89304,0.89594,1.01991,1.01991,1.01996,1.01995,0.00000
20.71000,0.00000,0.77725,0.79913,0.80584,0.82391,0.83963,0.84634,0.85751,0.86684,0.87474,0.88273,0.88930,0.89387,1.01986,1.01991,1.01996,1.02005,0.00000
20.72000,0.00000,0.77867,0.79487,0.81018,0.82411,0.84205,0.85031,0.86093,0.87118,0.88136,0.88555,0.89203,0.89787,1.01996,1.01991,1.01986,1.02000,0.00000
20.73000,0.00000,0.78252,0.80329,0.81176,0.83120,0.84950,0.85202,0.86338,0.87516,0.88432,0.88812,0.89542,0.90037,1.01991,1.02001,1.01996,1.01989,0.00000
20.74000,0.00000,0.78616,0.81744,0.81673,0.83556,0.86269,0.85687,0.86624,0.87736,0.88824,0.89089,0.89789,0.90240,1.01996,1.01996,1.02001,1.02000,0.00000
20.75000,0.00000,0.79675,0.83538,0.82668,0.83839,0.86437,0.85981,0.86793,0.87867,0.88671,0.88879,0.89623,0.89912,1.01996,1.01996,1.02001,1.02000,0.00000
20.76000,0.00000,0.79943,0.82144,0.82832,0.84259,0.84882,0.86100,0.86966,0.88092,0.88798,0.89269,0.89845,0.90351,1.01996,1.01996,1.01991,1.02000,0.00000
20.77000,0.00000,0.80268,0.81865,0.83085,0.84710,0.84977,0.86358,0.87109,0.88213,0.89190,0.89567,0.90088,0.90437,1.01996,1.01996,1.01991,1.01989,0.00000
20.78000,0.00000,0.80409,0.82522,0.83144,0.84715,0.87072,0.86446,0.87227,0.88422,0.89137,0.89659,0.90174,0.90582,1.01996,1.01991,1.02001,1.01984,0.00000
20.79000,0.00000,0.80475,0.82091,0.83636,0.84766,0.86111,0.86792,0.87472,0.88564,0.89571,0.89793,0.90311,0.90514,1.01996,1.02011,1.01991,1.02005,0.00000
20.80000,0.00000,0.80906,0.83017,0.83858,0.85292,0.86489,0.86901,0.87650,0.88721,0.89502,0.89670,0.90194,0.90654,1.01981,1.01991,1.01986,1.02000,0.00000
20.81000,0.00000,0.80055,0.82123,0.83842,0.84715,0.85791,0.86885,0.87650,0.88637,0.89598,0.89752,0.90341,0.90755,1.01991,1.01986,1.02001,1.01995,0.00000
20.82000,0.00000,0.80637,0.82538,0.83715,0.84588,0.85707,0.86895,0.87722,0.88663,0.89476,0.89582,0.90139,0.90471,1.01991,1.02001,1.01996,1.01989,0.00000
20.83000,0.00000,0.80257,0.82365,0.83461,0.84776,0.85990,0.86808,0.87681,0.88501,0.89343,0.89772,0.90280,0.90519,1.01991,1.01996,1.01996,1.01995,0.00000
20.84000,0.00000,0.79923,0.82081,0.83461,0.84477,0.86090,0.86777,0.87640,0.88417,0.89243,0.89593,0.90093,0.90413,1.01991,1.01996,1.01991,1.01989,0.00000
