IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 1 
Run time: 11:15:27 26-11-2020
Barometric pressure: 1.0199 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s] ,Ch1(33.0mm),Ch2(53.0mm),Ch3(73.0mm),Ch4(93.0mm),Ch5(113.0mm),Ch6(133.0mm),Ch7(153.0mm),Ch8(173.0mm),Ch9(193.0mm),Ch10(0.0mm),Ch11(213.0mm),Ch12(233.0mm),Ch13(253.0mm),Ch14(273.0mm),Ch15(0.0mm),Ch16(0.0mm)
6.36000,0.99387,0.98922,0.98622,0.99151,0.99259,0.99719,1.00043,1.00330,1.00883,1.01171,1.00957,1.01138,1.01074,1.01373,1.01980,1.03072
6.37000,0.99644,0.99050,0.98773,0.99125,0.99330,0.99744,1.00083,1.00377,1.00779,1.01149,1.00915,1.01076,1.01027,1.01289,1.01969,1.02890
6.38000,0.99577,0.98981,0.98714,0.99072,0.99376,0.99882,1.00281,1.00585,1.00680,1.01144,1.00842,1.00977,1.01168,1.01205,1.01985,1.02768
6.39000,0.99880,0.99269,0.99032,0.99088,0.99530,0.99918,1.00287,1.00664,1.00805,1.01144,1.01004,1.01133,1.01216,1.01305,1.01980,1.02981
6.40000,0.99787,0.99221,0.98989,0.99109,0.99515,0.99948,1.00270,1.00554,1.00904,1.01155,1.01134,1.01232,1.01242,1.01373,1.01974,1.03042
6.41000,0.99618,0.99088,0.98811,0.99035,0.99330,0.99734,1.00072,1.00439,1.00863,1.01181,1.00967,1.01138,1.01048,1.01362,1.01980,1.02981
6.42000,0.99520,0.98960,0.98665,0.98987,0.99187,0.99642,0.99998,1.00340,1.00774,1.01165,1.00879,1.01071,1.01016,1.01247,1.01985,1.02890
6.43000,0.99782,0.99179,0.98945,0.99035,0.99633,1.00122,1.00605,1.00768,1.00680,1.01165,1.00973,1.01060,1.01378,1.01195,1.01995,1.02768
6.44000,1.00219,0.99611,0.99388,0.99183,0.99873,1.00285,1.00690,1.01014,1.00967,1.01160,1.01244,1.01299,1.01535,1.01409,1.01990,1.03011
6.45000,0.99721,0.99227,0.99026,0.99135,0.99617,1.00065,1.00429,1.00857,1.00962,1.01176,1.01166,1.01273,1.01394,1.01425,1.01985,1.03133
6.46000,0.99490,0.99013,0.98751,0.99088,0.99305,0.99760,1.00106,1.00497,1.00883,1.01165,1.00900,1.01066,1.01064,1.01315,1.01990,1.02951
6.47000,0.99428,0.98976,0.98751,0.99029,0.99320,0.99688,0.99981,1.00262,1.00784,1.01155,1.00894,1.01055,1.00959,1.01273,1.01995,1.02829
6.48000,0.99865,0.99312,0.99080,0.99056,0.99510,0.99902,1.00298,1.00617,1.00763,1.01149,1.00946,1.01071,1.01147,1.01237,1.01985,1.02586
6.49000,1.00168,0.99584,0.99409,0.99215,0.99971,1.00427,1.00831,1.00993,1.00894,1.01134,1.01265,1.01278,1.01582,1.01357,1.01974,1.03011
6.50000,1.00399,0.99760,0.99539,0.99279,1.00017,1.00463,1.00860,1.01181,1.01066,1.01134,1.01452,1.01486,1.01776,1.01514,1.01980,1.03072
6.51000,0.99885,0.99365,0.99129,0.99247,0.99689,1.00122,1.00446,1.00669,1.01108,1.01123,1.01291,1.01397,1.01383,1.01535,1.01985,1.03224
6.52000,0.99115,0.98645,0.98314,0.98976,0.98977,0.99403,0.99720,1.00131,1.00758,1.01102,1.00733,1.00946,1.00844,1.01257,1.01995,1.02981
6.53000,0.99407,0.98922,0.98741,0.99040,0.99433,0.99892,1.00264,1.00606,1.00696,1.01102,1.00785,1.00910,1.01121,1.01195,1.01985,1.02890
6.54000,0.99952,0.99355,0.99140,0.99146,0.99817,1.00305,1.00809,1.01102,1.00930,1.01065,1.01218,1.01263,1.01682,1.01394,1.01980,1.03163
6.55000,1.00214,0.99637,0.99453,0.99242,0.99991,1.00453,1.00860,1.01003,1.01181,1.01071,1.01515,1.01563,1.01755,1.01624,1.01985,1.03345
6.56000,0.99490,0.98885,0.98449,0.98976,0.99105,0.99510,0.99850,1.00241,1.01050,1.01071,1.01014,1.01257,1.01011,1.01524,1.01985,1.03285
6.57000,0.98981,0.98453,0.98126,0.98860,0.98921,0.99489,0.99913,1.00330,1.00607,1.01055,1.00696,1.00900,1.00990,1.01179,1.01985,1.02981
6.58000,0.99402,0.98741,0.98449,0.98849,0.99223,0.99780,1.00338,1.00653,1.00617,1.01065,1.00842,1.00967,1.01326,1.01158,1.01995,1.03133
6.59000,0.99803,0.99130,0.98886,0.98939,0.99535,1.00040,1.00491,1.00773,1.00894,1.01065,1.01223,1.01314,1.01520,1.01430,1.01995,1.03376
6.60000,0.99289,0.98624,0.98255,0.98743,0.98936,0.99454,0.99839,1.00230,1.00826,1.01065,1.00952,1.01154,1.01053,1.01373,1.01980,1.03345
6.61000,0.98442,0.97882,0.97451,0.98441,0.98239,0.98852,0.99317,0.99797,1.00409,1.01060,1.00341,1.00625,1.00587,1.01022,1.02001,1.03072
6.62000,0.98837,0.98245,0.97980,0.98457,0.98695,0.99235,0.99748,1.00105,1.00294,1.01065,1.00430,1.00625,1.00791,1.00917,1.01974,1.02829
6.63000,0.99510,0.98810,0.98616,0.98600,0.99325,0.99816,1.00276,1.00518,1.00570,1.01065,1.00863,1.00946,1.01231,1.01111,1.01980,1.03133
6.64000,0.99721,0.98981,0.98687,0.98653,0.99315,0.99826,1.00293,1.00518,1.00868,1.01076,1.01150,1.01278,1.01368,1.01394,1.01980,1.03467
6.65000,0.99043,0.98368,0.97991,0.98425,0.98649,0.99189,0.99680,1.00189,1.00680,1.01086,1.00743,1.00983,1.00948,1.01226,1.01980,1.03254
6.66000,0.98812,0.98218,0.97878,0.98361,0.98562,0.99097,0.99556,0.99938,1.00451,1.01102,1.00529,1.00755,1.00760,1.01064,1.01990,1.03011
6.67000,0.99382,0.98645,0.98455,0.98457,0.99233,0.99770,1.00332,1.00612,1.00440,1.01113,1.00894,1.00920,1.01394,1.01074,1.01985,1.03072
6.68000,0.99577,0.98741,0.98325,0.98446,0.99008,0.99627,1.00196,1.00528,1.00758,1.01097,1.00999,1.01154,1.01347,1.01326,1.01985,1.03436
6.69000,0.98919,0.98223,0.97845,0.98298,0.98582,0.99153,0.99629,1.00084,1.00664,1.01092,1.00806,1.01024,1.01011,1.01268,1.01990,1.03406
6.70000,0.98303,0.97610,0.97182,0.98048,0.97927,0.98490,0.98960,0.99651,1.00310,1.01102,1.00305,1.00604,1.00445,1.00980,1.01985,1.03194
6.71000,0.98344,0.97615,0.97279,0.97916,0.97988,0.98526,0.98954,0.99390,1.00096,1.01123,1.00169,1.00438,1.00278,1.00802,1.01980,1.02860
6.72000,0.98976,0.98181,0.97953,0.98038,0.98654,0.99219,0.99771,1.00037,1.00112,1.01102,1.00425,1.00552,1.00838,1.00786,1.01969,1.02890
6.73000,0.99099,0.98314,0.98045,0.98043,0.98716,0.99331,0.99924,1.00324,1.00357,1.01097,1.00670,1.00780,1.01085,1.00943,1.01995,1.03133
6.74000,0.99644,0.98885,0.98681,0.98282,0.99346,0.99872,1.00378,1.00648,1.00696,1.01102,1.01119,1.01174,1.01493,1.01273,1.01985,1.03345
6.75000,0.98632,0.97957,0.97592,0.98043,0.98424,0.98985,0.99419,0.99870,1.00414,1.01113,1.00561,1.00755,1.00775,1.01011,1.02006,1.03285
6.76000,0.98324,0.97631,0.97241,0.97868,0.98045,0.98628,0.99051,0.99625,1.00174,1.01128,1.00190,1.00464,1.00398,1.00828,1.02001,1.02920
6.77000,0.98935,0.98197,0.97985,0.98032,0.98757,0.99270,0.99788,1.00147,1.00242,1.01102,1.00503,1.00620,1.00891,1.00860,1.01985,1.02920
6.78000,0.99716,0.98869,0.98557,0.98207,0.99182,0.99734,1.00321,1.00612,1.00617,1.01107,1.00993,1.01117,1.01373,1.01200,1.01990,1.03254
6.79000,0.99387,0.98618,0.98266,0.98191,0.98951,0.99545,1.00032,1.00319,1.00602,1.01086,1.00962,1.01112,1.01273,1.01221,1.01974,1.03345
6.80000,0.98175,0.97535,0.97090,0.97868,0.97881,0.98455,0.98954,0.99473,1.00289,1.01081,1.00185,1.00511,1.00340,1.00907,1.02001,1.03133
6.81000,0.98478,0.97861,0.97646,0.97953,0.98419,0.98969,0.99402,0.99714,1.00065,1.01086,1.00237,1.00402,1.00550,1.00718,1.01985,1.02617
6.82000,0.99495,0.98672,0.98536,0.98154,0.99192,0.99693,1.00287,1.00518,1.00325,1.01076,1.00806,1.00843,1.01231,1.00933,1.01985,1.03072
6.83000,1.00214,0.99355,0.99145,0.98414,0.99873,1.00438,1.01115,1.01186,1.00956,1.01081,1.01505,1.01501,1.02038,1.01467,1.01985,1.03558
6.84000,0.99618,0.98794,0.98352,0.98329,0.99074,0.99653,1.00179,1.00565,1.00988,1.01076,1.01353,1.01501,1.01556,1.01556,1.01995,1.03831
6.85000,0.98288,0.97583,0.96993,0.97990,0.97922,0.98495,0.98960,0.99573,1.00570,1.01097,1.00482,1.00869,1.00519,1.01237,1.01980,1.03497
6.86000,0.97954,0.97242,0.96767,0.97799,0.97748,0.98450,0.99028,0.99505,1.00033,1.01081,1.00102,1.00428,1.00419,1.00818,1.01990,1.03072
6.87000,0.98118,0.97317,0.96928,0.97635,0.97727,0.98368,0.98909,0.99390,0.99929,1.01102,1.00044,1.00324,1.00335,1.00697,1.01990,1.03072
6.88000,0.98868,0.98026,0.97845,0.97799,0.98593,0.99184,0.99811,1.00189,1.00143,1.01097,1.00597,1.00672,1.01006,1.00875,1.01990,1.03163
6.89000,0.98832,0.97909,0.97554,0.97709,0.98296,0.98862,0.99368,0.99886,1.00310,1.01081,1.00607,1.00760,1.00796,1.00980,1.01985,1.03345
6.90000,0.98508,0.97706,0.97327,0.97682,0.98111,0.98766,0.99357,0.99844,1.00294,1.01065,1.00503,1.00729,1.00760,1.00991,1.02001,1.03285
6.91000,0.98241,0.97418,0.97047,0.97534,0.97855,0.98551,0.99142,0.99583,1.00023,1.01071,1.00237,1.00428,1.00550,1.00729,1.01995,1.03072
6.92000,0.98344,0.97578,0.97290,0.97534,0.98060,0.98664,0.99221,0.99614,1.00059,1.01060,1.00263,1.00464,1.00519,1.00760,1.01980,1.02920
6.93000,0.98996,0.98149,0.97888,0.97704,0.98644,0.99280,0.99907,1.00230,1.00158,1.01065,1.00623,1.00723,1.01079,1.00870,1.01990,1.03163
6.94000,0.98755,0.97946,0.97608,0.97698,0.98419,0.99051,0.99612,1.00084,1.00331,1.01081,1.00623,1.00765,1.00969,1.00964,1.01995,1.03436
6.95000,0.99048,0.98255,0.97937,0.97794,0.98598,0.99158,0.99629,1.00027,1.00414,1.01076,1.00795,1.00946,1.00964,1.01085,1.01985,1.03315
6.96000,0.98318,0.97530,0.97155,0.97603,0.97988,0.98633,0.99113,0.99567,1.00211,1.01081,1.00394,1.00625,1.00561,1.00917,1.01990,1.03285
6.97000,0.98303,0.97461,0.97031,0.97534,0.97860,0.98582,0.99170,0.99667,1.00012,1.01049,1.00154,1.00428,1.00576,1.00750,1.01985,1.03102
6.98000,0.98678,0.97871,0.97640,0.97656,0.98562,0.99178,0.99771,1.00016,1.00049,1.01071,1.00477,1.00558,1.00959,1.00781,1.01969,1.03163
6.99000,0.99007,0.98074,0.97727,0.97651,0.98449,0.99026,0.99573,1.00042,1.00242,1.01065,1.00649,1.00801,1.00959,1.00933,1.01980,1.03285
7.00000,0.99032,0.98122,0.97753,0.97762,0.98618,0.99270,0.99794,1.00157,1.00513,1.01044,1.00842,1.00988,1.01111,1.01158,1.01980,1.03497
7.01000,0.98190,0.97402,0.96961,0.97550,0.97901,0.98592,0.99142,0.99646,1.00247,1.01044,1.00383,1.00635,1.00686,1.00954,1.01980,1.03528
7.02000,0.97969,0.97226,0.96874,0.97412,0.97722,0.98353,0.98881,0.99333,0.99950,1.01018,1.00091,1.00314,1.00356,1.00692,1.01985,1.03042
7.03000,0.98082,0.97258,0.96864,0.97359,0.97753,0.98450,0.99006,0.99437,0.99872,1.01034,1.00086,1.00309,1.00361,1.00629,1.01980,1.03072
7.04000,0.98801,0.97914,0.97635,0.97566,0.98567,0.99209,0.99839,1.00147,1.00200,1.01013,1.00503,1.00661,1.01032,1.00891,1.01985,1.03163
7.05000,0.98914,0.98010,0.97592,0.97587,0.98439,0.99107,0.99669,0.99943,1.00341,1.01039,1.00644,1.00812,1.00990,1.00980,1.01980,1.03467
7.06000,0.98544,0.97706,0.97338,0.97582,0.98362,0.98985,0.99521,0.99844,1.00164,1.01018,1.00508,1.00677,1.00927,1.00896,1.01985,1.03285
7.07000,0.98431,0.97541,0.97122,0.97507,0.98055,0.98832,0.99476,0.99891,1.00169,1.01002,1.00383,1.00604,1.00833,1.00881,1.01995,1.03315
7.08000,0.98406,0.97551,0.97122,0.97444,0.97896,0.98582,0.99153,0.99641,1.00216,1.01002,1.00368,1.00630,1.00634,1.00917,1.01980,1.03345
7.09000,0.98329,0.97546,0.97166,0.97444,0.97922,0.98531,0.99085,0.99531,1.00106,1.00992,1.00347,1.00573,1.00550,1.00839,1.01985,1.03194
7.10000,0.98277,0.97391,0.96971,0.97364,0.97917,0.98643,0.99187,0.99541,0.99997,1.00986,1.00253,1.00464,1.00629,1.00750,1.01985,1.03194
7.11000,0.98919,0.98015,0.97759,0.97582,0.98705,0.99321,0.99964,1.00236,1.00185,1.00986,1.00691,1.00770,1.01184,1.00943,1.01980,1.03254
7.12000,0.98724,0.97786,0.97365,0.97454,0.98147,0.98827,0.99425,0.99870,1.00393,1.00986,1.00618,1.00843,1.00912,1.01059,1.01990,1.03710
7.13000,0.98005,0.97173,0.96675,0.97311,0.97609,0.98281,0.98858,0.99416,1.00216,1.00992,1.00326,1.00625,1.00508,1.00943,1.01990,1.03436
7.14000,0.97815,0.96986,0.96616,0.97205,0.97589,0.98373,0.98983,0.99526,0.99945,1.01023,1.00149,1.00392,1.00519,1.00745,1.01985,1.03254
7.15000,0.97748,0.96831,0.96405,0.97078,0.97420,0.98220,0.98903,0.99500,0.99851,1.01018,1.00013,1.00257,1.00482,1.00635,1.01974,1.03315
7.16000,0.98247,0.97359,0.97101,0.97195,0.98040,0.98664,0.99266,0.99672,0.99893,1.01023,1.00305,1.00433,1.00702,1.00703,1.01974,1.03224
7.17000,0.98092,0.97151,0.96718,0.97088,0.97676,0.98383,0.98983,0.99473,0.99924,1.01007,1.00201,1.00418,1.00545,1.00729,1.01974,1.03406
7.18000,0.97933,0.97039,0.96696,0.97083,0.97732,0.98587,0.99295,0.99682,0.99861,1.01007,1.00154,1.00350,1.00671,1.00661,1.01980,1.03194
7.19000,0.98411,0.97461,0.97106,0.97126,0.97942,0.98638,0.99249,0.99656,0.99986,1.00997,1.00347,1.00501,1.00744,1.00739,1.01974,1.03406
7.20000,0.98170,0.97247,0.96847,0.97073,0.97727,0.98460,0.99108,0.99635,1.00033,1.00997,1.00373,1.00568,1.00671,1.00792,1.01985,1.03436
7.21000,0.98293,0.97343,0.96977,0.97152,0.97958,0.98638,0.99261,0.99755,1.00085,1.01007,1.00420,1.00589,1.00760,1.00839,1.01985,1.03406
7.22000,0.97702,0.96778,0.96287,0.96919,0.97287,0.98067,0.98671,0.99280,0.99856,1.00992,0.99997,1.00283,1.00367,1.00650,1.02001,1.03345
7.23000,0.98046,0.97109,0.96756,0.97004,0.97784,0.98511,0.99113,0.99447,0.99757,1.01007,1.00185,1.00376,1.00592,1.00624,1.01990,1.03194
7.24000,0.98185,0.97141,0.96648,0.96887,0.97476,0.98230,0.98915,0.99463,0.99960,1.00997,1.00216,1.00475,1.00524,1.00718,1.01980,1.03467
7.25000,0.98067,0.97050,0.96589,0.96887,0.97507,0.98312,0.98983,0.99500,0.99986,1.01002,1.00253,1.00501,1.00587,1.00760,1.01990,1.03345
7.26000,0.97774,0.96815,0.96389,0.96860,0.97451,0.98190,0.98830,0.99390,0.99919,1.00992,1.00154,1.00381,1.00492,1.00718,1.01990,1.03497
7.27000,0.97512,0.96586,0.96184,0.96760,0.97328,0.98093,0.98728,0.99275,0.99673,1.00981,1.00013,1.00195,1.00388,1.00556,1.01985,1.03406
7.28000,0.97902,0.96852,0.96357,0.96733,0.97369,0.98134,0.98796,0.99291,0.99793,1.00965,1.00060,1.00288,1.00382,1.00619,1.01990,1.03345
7.29000,0.97795,0.96863,0.96529,0.96739,0.97497,0.98271,0.98949,0.99494,0.99773,1.00965,1.00122,1.00304,1.00587,1.00609,1.01974,1.03376
7.30000,0.97615,0.96682,0.96238,0.96643,0.97292,0.98093,0.98796,0.99432,0.99752,1.00955,1.00029,1.00241,1.00466,1.00561,1.01985,1.03467
7.31000,0.97764,0.96810,0.96351,0.96638,0.97210,0.97975,0.98643,0.99186,0.99757,1.00976,1.00128,1.00345,1.00330,1.00614,1.01980,1.03436
7.32000,0.97682,0.96751,0.96341,0.96643,0.97348,0.98083,0.98722,0.99239,0.99679,1.00971,1.00060,1.00267,1.00409,1.00540,1.01995,1.03345
7.33000,0.97728,0.96740,0.96335,0.96590,0.97287,0.98093,0.98722,0.99098,0.99627,1.00944,0.99966,1.00205,1.00283,1.00504,1.01985,1.03285
7.34000,0.97805,0.96756,0.96292,0.96526,0.97143,0.97955,0.98671,0.99171,0.99559,1.00934,0.99888,1.00122,1.00262,1.00415,1.01995,1.03224
7.35000,0.98015,0.97034,0.96648,0.96670,0.97568,0.98363,0.99091,0.99583,0.99767,1.00949,1.00086,1.00314,1.00602,1.00561,1.01985,1.03285
7.36000,0.98000,0.96997,0.96556,0.96685,0.97543,0.98414,0.99176,0.99672,0.99820,1.00939,1.00185,1.00366,1.00702,1.00619,1.01980,1.03406
7.37000,0.98293,0.97311,0.96858,0.96802,0.97676,0.98368,0.99000,0.99547,0.99945,1.00949,1.00305,1.00526,1.00587,1.00760,1.01974,1.03436
7.38000,0.98128,0.97114,0.96643,0.96770,0.97558,0.98322,0.98983,0.99641,0.99893,1.01023,1.00352,1.00516,1.00665,1.00745,1.01974,1.03558
7.39000,0.98000,0.97045,0.96626,0.96797,0.97527,0.98210,0.98762,0.99192,0.99950,1.01007,1.00300,1.00506,1.00435,1.00755,1.01995,1.03588
7.40000,0.97938,0.96938,0.96475,0.96712,0.97425,0.98210,0.98852,0.99301,0.99861,1.00986,1.00175,1.00397,1.00498,1.00692,1.01985,1.03406
7.41000,0.97646,0.96655,0.96200,0.96585,0.97128,0.97914,0.98637,0.99333,0.99673,1.00986,0.99987,1.00190,1.00414,1.00551,1.01980,1.03406
7.42000,0.97671,0.96708,0.96287,0.96611,0.97246,0.98088,0.98841,0.99536,0.99809,1.00965,1.00091,1.00309,1.00555,1.00640,1.01995,1.03497
7.43000,0.97810,0.96756,0.96292,0.96590,0.97256,0.98062,0.98773,0.99468,0.99903,1.00944,1.00216,1.00423,1.00524,1.00718,1.01985,1.03619
7.44000,0.97117,0.96191,0.95726,0.96389,0.96739,0.97542,0.98166,0.98722,0.99627,1.00939,0.99778,1.00060,0.99942,1.00493,1.02006,1.03315
7.45000,0.97394,0.96442,0.96076,0.96415,0.97026,0.97721,0.98325,0.98826,0.99418,1.00907,0.99726,0.99946,0.99963,1.00336,1.01985,1.03102
7.46000,0.97615,0.96602,0.96200,0.96389,0.97159,0.98011,0.98779,0.99359,0.99554,1.00897,0.99836,1.00055,1.00351,1.00383,1.01974,1.03285
7.47000,0.98904,0.97802,0.97576,0.96813,0.98613,0.99336,1.00128,1.00262,1.00211,1.00913,1.00821,1.00874,1.01441,1.00933,1.01985,1.03679
7.48000,0.98067,0.96981,0.96421,0.96611,0.97420,0.98169,0.98824,0.99400,1.00164,1.00913,1.00425,1.00672,1.00650,1.00923,1.01990,1.03983
7.49000,0.97004,0.96068,0.95494,0.96373,0.96672,0.97425,0.97991,0.98706,0.99642,1.00892,0.99690,1.00055,0.99874,1.00540,1.01974,1.03345
7.50000,0.97158,0.96207,0.95807,0.96330,0.96872,0.97624,0.98291,0.98936,0.99402,1.00871,0.99622,0.99930,0.99989,1.00331,1.01980,1.03163
7.51000,0.97820,0.96778,0.96438,0.96452,0.97579,0.98348,0.99198,0.99620,0.99569,1.00865,0.99997,1.00148,1.00712,1.00420,1.01985,1.03315
7.52000,0.98621,0.97439,0.97036,0.96622,0.97830,0.98485,0.99232,0.99698,1.00039,1.00876,1.00550,1.00687,1.00885,1.00813,1.01980,1.03770
7.53000,0.97558,0.96495,0.95898,0.96373,0.96939,0.97746,0.98484,0.99312,0.99898,1.00881,1.00096,1.00428,1.00398,1.00734,1.01995,1.03740
7.54000,0.97481,0.96431,0.95909,0.96357,0.96939,0.97787,0.98473,0.98951,0.99642,1.00871,0.99966,1.00257,1.00246,1.00556,1.01985,1.03467
7.55000,0.97086,0.96063,0.95542,0.96198,0.96621,0.97532,0.98325,0.98993,0.99491,1.00855,0.99648,0.99956,1.00141,1.00404,1.01990,1.03436
7.56000,0.97471,0.96383,0.95979,0.96261,0.97036,0.97833,0.98569,0.99150,0.99434,1.00855,0.99856,1.00086,1.00309,1.00404,1.01990,1.03376
7.57000,0.97867,0.96772,0.96411,0.96362,0.97353,0.98088,0.98767,0.99228,0.99705,1.00844,1.00149,1.00329,1.00492,1.00588,1.01990,1.03528
7.58000,0.97589,0.96511,0.96044,0.96309,0.97256,0.98174,0.98977,0.99531,0.99694,1.00839,1.00143,1.00324,1.00686,1.00614,1.01980,1.03558
7.59000,0.97189,0.96159,0.95661,0.96139,0.96698,0.97563,0.98308,0.99004,0.99663,1.00828,0.99825,1.00127,1.00230,1.00525,1.01980,1.03679
7.60000,0.97137,0.96090,0.95553,0.96129,0.96723,0.97675,0.98467,0.99009,0.99475,1.00813,0.99768,1.00029,1.00215,1.00420,1.01974,1.03436
7.61000,0.97106,0.96063,0.95591,0.96060,0.96734,0.97700,0.98478,0.98920,0.99392,1.00797,0.99658,0.99915,1.00162,1.00331,1.01985,1.03376
7.62000,0.97538,0.96452,0.96055,0.96155,0.97154,0.98006,0.98801,0.99207,0.99538,1.00786,0.99919,1.00148,1.00440,1.00425,1.01990,1.03467
7.63000,0.97630,0.96468,0.95925,0.96139,0.96979,0.97879,0.98660,0.99218,0.99653,1.00792,0.99976,1.00241,1.00456,1.00546,1.01974,1.03558
7.64000,0.97774,0.96650,0.96184,0.96251,0.97266,0.98179,0.99006,0.99531,0.99757,1.00813,1.00216,1.00407,1.00692,1.00650,1.01974,1.03740
7.65000,0.97081,0.95983,0.95418,0.96002,0.96570,0.97496,0.98308,0.98983,0.99538,1.00802,0.99778,1.00081,1.00262,1.00462,1.01990,1.03649
7.66000,0.97035,0.95876,0.95273,0.95922,0.96360,0.97206,0.97991,0.98831,0.99376,1.00797,0.99643,0.99956,1.00000,1.00363,1.01985,1.03497
7.67000,0.97338,0.96132,0.95586,0.95933,0.96647,0.97542,0.98393,0.99092,0.99543,1.00786,0.99789,1.00107,1.00246,1.00457,1.01995,1.03558
7.68000,0.97266,0.96106,0.95553,0.95986,0.96800,0.97787,0.98631,0.99171,0.99580,1.00792,0.99919,1.00184,1.00450,1.00520,1.01964,1.03740
7.69000,0.97065,0.95898,0.95365,0.95885,0.96575,0.97512,0.98263,0.98816,0.99460,1.00792,0.99752,1.00024,1.00188,1.00415,1.01974,1.03619
7.70000,0.96757,0.95647,0.95133,0.95758,0.96304,0.97221,0.97974,0.98690,0.99241,1.00765,0.99523,0.99827,0.99953,1.00226,1.01990,1.03436
7.71000,0.97291,0.96127,0.95715,0.95821,0.96800,0.97675,0.98478,0.98967,0.99272,1.00792,0.99778,1.00003,1.00241,1.00279,1.01985,1.03345
7.72000,0.97528,0.96308,0.95791,0.95837,0.96790,0.97619,0.98382,0.98904,0.99449,1.00760,0.99856,1.00153,1.00162,1.00410,1.01980,1.03467
7.73000,0.97286,0.96116,0.95559,0.95842,0.96662,0.97578,0.98376,0.98946,0.99460,1.00765,0.99768,1.00065,1.00241,1.00389,1.01990,1.03679
7.74000,0.97404,0.96228,0.95688,0.95922,0.96872,0.97848,0.98682,0.99239,0.99595,1.00781,0.99893,1.00158,1.00482,1.00488,1.01985,1.03649
7.75000,0.97599,0.96362,0.95785,0.95917,0.96846,0.97726,0.98478,0.98951,0.99611,1.00781,1.00008,1.00278,1.00346,1.00551,1.01990,1.03740
7.76000,0.97189,0.95983,0.95397,0.95832,0.96616,0.97491,0.98217,0.98774,0.99564,1.00781,0.99862,1.00158,1.00183,1.00525,1.01985,1.03649
7.77000,0.96834,0.95599,0.94987,0.95705,0.96263,0.97293,0.98070,0.98701,0.99413,1.00781,0.99580,0.99925,1.00063,1.00383,1.01985,1.03740
7.78000,0.96829,0.95668,0.95197,0.95683,0.96421,0.97287,0.97996,0.98628,0.99241,1.00723,0.99617,0.99868,0.99974,1.00268,1.01990,1.03467
7.79000,0.96670,0.95535,0.95003,0.95561,0.96196,0.97099,0.97843,0.98586,0.99157,1.00713,0.99491,0.99806,0.99785,1.00206,1.01985,1.03497
7.80000,0.96865,0.95663,0.95116,0.95524,0.96201,0.97094,0.97843,0.98456,0.99089,1.00723,0.99356,0.99640,0.99680,1.00090,1.01985,1.03224
7.81000,0.97564,0.96415,0.96044,0.95795,0.97113,0.97894,0.98694,0.99254,0.99267,1.00707,0.99731,0.99894,1.00330,1.00190,1.01985,1.03163
7.82000,0.98226,0.97013,0.96729,0.96070,0.98050,0.98873,0.99828,1.00136,0.99653,1.00723,1.00435,1.00423,1.01310,1.00551,1.01974,1.03649
7.83000,0.98878,0.97567,0.97052,0.96277,0.97958,0.98725,0.99442,0.99792,1.00258,1.00718,1.00920,1.01035,1.01184,1.01064,1.01985,1.04165
7.84000,0.97286,0.96116,0.95343,0.95933,0.96595,0.97476,0.98166,0.98863,1.00012,1.00734,1.00070,1.00511,1.00241,1.00891,1.01980,1.04256
7.85000,0.96311,0.95242,0.94523,0.95662,0.95858,0.96803,0.97571,0.98466,0.99454,1.00739,0.99460,0.99915,0.99727,1.00457,1.01990,1.03710
7.86000,0.96228,0.95114,0.94567,0.95546,0.95961,0.96966,0.97804,0.98523,0.99032,1.00749,0.99309,0.99650,0.99853,1.00143,1.01995,1.03558
7.87000,0.96922,0.95690,0.95284,0.95588,0.96534,0.97384,0.98246,0.98811,0.99089,1.00744,0.99627,0.99842,1.00157,1.00179,1.01985,1.03588
7.88000,0.97035,0.95759,0.95224,0.95519,0.96324,0.97160,0.97940,0.98513,0.99293,1.00739,0.99611,0.99899,0.99895,1.00295,1.01985,1.03558
7.89000,0.96839,0.95604,0.95063,0.95455,0.96211,0.97170,0.98076,0.98831,0.99183,1.00739,0.99517,0.99801,1.00057,1.00179,1.01985,1.03467
7.90000,0.96958,0.95722,0.95143,0.95471,0.96257,0.97262,0.98212,0.98873,0.99225,1.00734,0.99559,0.99842,1.00147,1.00200,1.01995,1.03619
7.91000,0.97856,0.96575,0.96200,0.95768,0.97364,0.98215,0.99062,0.99348,0.99564,1.00760,1.00232,1.00381,1.00744,1.00551,1.01995,1.03740
7.92000,0.97153,0.95887,0.95321,0.95588,0.96483,0.97364,0.98149,0.98816,0.99564,1.00744,0.99898,1.00195,1.00236,1.00514,1.01990,1.03983
7.93000,0.96685,0.95503,0.94868,0.95455,0.96140,0.97033,0.97747,0.98409,0.99314,1.00723,0.99622,0.99941,0.99895,1.00342,1.01985,1.03770
7.94000,0.96886,0.95690,0.95181,0.95524,0.96498,0.97435,0.98229,0.98748,0.99267,1.00686,0.99679,0.99946,1.00120,1.00326,1.01980,1.03588
7.95000,0.96557,0.95295,0.94712,0.95344,0.96032,0.97078,0.97900,0.98482,0.99105,1.00692,0.99439,0.99723,0.99895,1.00148,1.01974,1.03649
