IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 1 
Run time: 11:15:27 26-11-2020
Barometric pressure: 1.0199 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s] ,Ch1(33.0mm),Ch2(53.0mm),Ch3(73.0mm),Ch4(93.0mm),Ch5(113.0mm),Ch6(133.0mm),Ch7(153.0mm),Ch8(173.0mm),Ch9(193.0mm),Ch10(0.0mm),Ch11(213.0mm),Ch12(233.0mm),Ch13(253.0mm),Ch14(273.0mm),Ch15(0.0mm),Ch16(0.0mm)
0.01000,1.01981,1.01991,1.01983,1.01995,1.01989,1.01988,1.01988,1.02000,1.01989,1.01449,1.01990,1.01978,1.01997,1.01980,1.02001,1.01979
0.02000,1.01997,1.01996,1.01988,1.01979,1.01979,1.01998,1.01977,1.01985,1.01989,1.01465,1.01984,1.01988,1.01976,1.01995,1.01974,1.02009
0.03000,1.01997,1.01996,1.01994,1.02005,1.01974,1.02003,1.01971,1.01980,1.01979,1.01460,1.01984,1.01983,1.01981,1.02001,1.01990,1.01949
0.04000,1.01981,1.01996,1.01988,1.01989,1.01984,1.01998,1.01977,1.01990,1.01984,1.01486,1.01990,1.01983,1.01981,1.02001,1.01969,1.01918
0.05000,1.01976,1.01996,1.01988,1.01995,1.01984,1.01993,1.01994,1.02006,1.01979,1.01444,1.01979,1.01978,1.01981,1.01995,1.01980,1.01979
0.06000,1.01981,1.01980,1.01988,1.01984,1.02005,1.01988,1.01988,1.01995,1.01979,1.01476,1.01984,1.01983,1.01997,1.02001,1.01980,1.02040
0.07000,1.02002,1.02002,1.01978,1.01984,1.01994,1.02003,1.01971,1.02006,1.01979,1.01465,1.01979,1.01983,1.01986,1.01980,1.01985,1.01949
0.08000,1.01997,1.01991,1.01983,1.01984,1.01984,1.02003,1.01988,1.01974,1.01974,1.01465,1.01984,1.01988,1.02002,1.01980,1.01990,1.02009
0.09000,1.01986,1.01986,1.01988,1.02000,1.01994,1.01998,1.01977,1.01995,1.01984,1.01449,1.01974,1.01988,1.02002,1.01975,1.01985,1.01797
0.10000,1.01986,1.01980,1.01994,1.01995,1.01989,1.01988,1.01988,1.01985,1.01989,1.01455,1.01979,1.01983,1.01991,1.01980,1.01990,1.01979
0.11000,1.01986,1.01980,1.01994,1.01989,1.01989,1.01983,1.01988,1.01990,1.01974,1.01476,1.01984,1.01983,1.01986,1.01990,1.01990,1.02009
0.12000,1.01986,1.01975,1.01994,1.01979,1.01994,1.01993,1.01988,1.01995,1.01984,1.01465,1.01979,1.01988,1.01997,1.01975,1.01985,1.01888
0.13000,1.01991,1.01980,1.01994,1.01995,1.01989,1.01978,1.01994,1.01995,1.01979,1.01486,1.01984,1.01983,1.01981,1.01995,1.01990,1.01918
0.14000,1.01997,1.01970,1.01972,1.02000,1.01984,1.01978,1.01977,1.02006,1.01984,1.01492,1.01984,1.01988,1.01981,1.01990,1.01974,1.01949
0.15000,1.01986,1.01991,1.01994,1.01989,1.01989,1.01998,1.01977,1.01995,1.01979,1.01518,1.01979,1.01983,1.01986,1.01980,1.01990,1.01918
0.16000,1.01986,1.01986,1.01983,1.01995,1.01984,1.02003,1.01994,1.01990,1.01984,1.01523,1.01979,1.01988,1.01981,1.01980,1.01974,1.01888
0.17000,1.01981,1.01980,1.01994,1.02000,1.01974,1.01993,1.01977,1.02000,1.01984,1.01502,1.01979,1.01988,1.01997,1.01995,1.01974,1.01949
0.18000,1.02002,1.02002,1.01983,1.01984,1.01994,1.01983,1.01977,1.01980,1.01979,1.01513,1.01984,1.01988,1.01986,1.01990,1.01980,1.01979
0.19000,1.01997,1.01986,1.01999,1.01984,1.02005,1.01988,1.01988,1.01995,1.01984,1.01518,1.01990,1.01983,1.01991,1.01980,1.01985,1.01918
0.20000,1.01991,1.01991,1.01988,1.01989,1.01994,1.01983,1.01988,1.01995,1.01989,1.01502,1.01984,1.01978,1.01981,1.02006,1.01969,1.01979
0.21000,1.01986,1.01975,1.01994,1.01979,1.01979,1.01993,1.01988,1.01990,1.01979,1.01523,1.01990,1.01978,1.01991,1.01985,1.01974,1.01858
0.22000,1.01997,1.01991,1.01988,1.01973,1.01989,1.01993,1.01977,1.01995,1.01974,1.01513,1.01984,1.01983,1.01991,1.01995,1.01974,1.02009
0.23000,1.01997,1.02002,1.01978,1.01984,1.01994,1.01978,1.01977,1.02000,1.01984,1.01497,1.01984,1.01973,1.01986,1.01995,1.01980,1.01979
0.24000,1.01997,1.01986,1.01978,1.01989,1.01974,1.02003,1.01988,1.01980,1.01974,1.01497,1.01984,1.01994,1.01970,1.01985,1.01985,1.01979
0.25000,1.01986,1.01991,1.01988,1.01984,1.01989,1.01983,1.01988,1.01985,1.01979,1.01486,1.01979,1.01978,1.01986,1.01985,1.01990,1.01888
0.26000,1.01981,1.01986,1.01983,1.02000,1.01984,1.01988,1.02000,1.01985,1.01989,1.01455,1.01979,1.01983,1.01991,1.01980,1.01985,1.01918
0.27000,1.01991,1.01980,1.01983,1.01989,1.01994,1.01983,1.01988,1.01985,1.01979,1.01444,1.01979,1.01973,1.01986,1.01990,1.01990,1.01949
0.28000,1.01991,1.01986,1.01988,1.01989,1.01979,1.01972,1.01988,1.02000,1.01974,1.01471,1.01979,1.01983,1.01976,1.01990,1.01974,1.01888
0.29000,1.02007,1.01986,1.01994,1.01984,1.01984,1.01993,1.01988,1.01995,1.01984,1.01460,1.01984,1.01983,1.01981,1.01985,1.01985,1.02009
0.30000,1.01991,1.02002,1.02004,1.01979,1.01989,1.01998,1.02000,1.02000,1.01979,1.01439,1.01984,1.01978,1.01976,1.01995,1.01980,1.01949
0.31000,1.02002,1.02007,1.01988,1.01989,1.01994,1.01998,1.01994,1.02000,1.01984,1.01418,1.01984,1.01978,1.01986,1.01975,1.01974,1.02070
0.32000,1.01997,1.01975,1.01994,1.01984,1.01989,1.02008,1.01994,1.01995,1.01984,1.01418,1.01979,1.01978,1.01970,1.01995,1.01990,1.01949
0.33000,1.02007,1.02012,1.01999,1.02010,1.01994,1.02003,1.02005,1.02000,1.01968,1.01418,1.01984,1.01978,1.01970,1.01995,1.01980,1.01979
0.34000,1.02002,1.02007,1.01994,1.01995,1.01999,1.01993,1.01977,1.01990,1.01979,1.01434,1.01990,1.01983,1.01991,1.01975,1.01974,1.02070
0.35000,1.01991,1.02007,1.01994,1.01995,1.01989,1.01988,1.02005,1.02006,1.01974,1.01418,1.01984,1.01988,1.01976,1.02001,1.01990,1.02009
0.36000,1.01986,1.01991,1.01999,1.01979,1.01989,1.02003,1.02000,1.01990,1.01979,1.01418,1.01979,1.01983,1.01986,1.01975,1.01985,1.01949
0.37000,1.02007,1.01986,1.01988,1.01995,1.01989,1.01993,1.02000,1.02000,1.01979,1.01392,1.01984,1.01983,1.01986,1.01990,1.01995,1.01949
0.38000,1.01997,1.02007,1.01978,1.01995,1.01989,1.02008,1.02000,1.02011,1.01984,1.01392,1.01984,1.01983,1.02002,1.01980,1.01990,1.01949
0.39000,1.02002,1.01986,1.02004,1.01984,1.01994,1.01988,1.01994,1.01990,1.01989,1.01407,1.01984,1.01988,1.01981,1.01995,1.01995,1.01949
0.40000,1.01991,1.01991,1.01988,1.02010,1.01984,1.02003,1.01994,1.01995,1.01984,1.01397,1.01984,1.01983,1.01991,1.01985,1.01985,1.01949
0.41000,1.01997,1.02007,1.01988,1.02000,1.02005,1.01988,1.02005,1.02000,1.01979,1.01402,1.01990,1.01978,1.01981,1.01985,1.01990,1.02070
0.42000,1.02002,1.01996,1.01983,1.01995,1.01994,1.01988,1.02000,1.01985,1.01979,1.01423,1.01990,1.01978,1.01991,1.02001,1.01990,1.01918
0.43000,1.01991,1.02007,1.01994,1.02005,1.01999,1.01993,1.01994,1.01995,1.01979,1.01407,1.01979,1.01988,1.01991,1.01980,1.01990,1.01888
0.44000,1.02007,1.02007,1.01983,1.02000,1.01999,1.01998,1.01994,1.01990,1.01984,1.01418,1.01979,1.01988,1.01970,1.01990,1.01985,1.01918
0.45000,1.01997,1.01996,1.01994,1.02005,1.01994,1.01993,1.02005,1.02000,1.01979,1.01397,1.01990,1.01988,1.01981,1.01995,1.01995,1.01918
0.46000,1.01991,1.01991,1.01988,1.02010,1.01994,1.01978,1.02000,1.02016,1.01979,1.01397,1.01984,1.01988,1.01986,1.01980,1.01985,1.01949
0.47000,1.02002,1.01991,1.01994,1.01979,1.01999,1.01978,1.02000,1.02011,1.01984,1.01392,1.01990,1.01978,1.01991,1.01990,1.01990,1.01888
0.48000,1.01991,1.01991,1.01999,1.01984,1.01989,1.01993,1.01994,1.01995,1.01979,1.01392,1.01990,1.01983,1.01986,1.01985,1.01990,1.01918
0.49000,1.02007,1.01986,1.01988,1.02000,1.01984,1.01993,1.02000,1.01985,1.01979,1.01386,1.01979,1.01988,1.01986,1.02011,1.01995,1.02009
0.50000,1.01997,1.02012,1.01999,1.01995,1.01994,1.02003,1.01988,1.01985,1.01984,1.01402,1.01984,1.01973,1.01986,1.02001,1.01974,1.01949
0.51000,1.02017,1.01986,1.01983,1.01995,1.01994,1.01993,1.02000,1.01990,1.01984,1.01418,1.01990,1.01973,1.01981,1.01995,1.01980,1.01979
0.52000,1.02002,1.01991,1.01983,1.01989,1.02005,1.01993,1.02000,1.02021,1.01979,1.01423,1.01990,1.01978,1.01991,1.01980,1.01974,1.01949
0.53000,1.01991,1.01986,1.01994,1.02000,1.01989,1.01998,1.02005,1.01985,1.01974,1.01423,1.01990,1.01983,1.01970,1.02001,1.01990,1.01918
0.54000,1.01986,1.01996,1.01994,1.02000,1.01989,1.02003,1.01988,1.02011,1.01984,1.01407,1.01979,1.01983,1.01986,1.01990,1.01969,1.02009
0.55000,1.01997,1.01980,1.01988,1.02016,1.01999,1.02008,1.01977,1.02000,1.01979,1.01407,1.01979,1.01988,1.02002,1.01995,1.01980,1.01949
0.56000,1.01997,1.01996,1.01988,1.02005,1.01979,1.02013,1.02000,1.02000,1.01979,1.01402,1.01984,1.01983,1.01976,1.01990,1.01969,1.01949
0.57000,1.01991,1.02007,1.01999,1.02005,1.02010,1.01993,1.02005,1.02011,1.01974,1.01402,1.01990,1.01994,1.01991,1.01985,1.01990,1.02040
0.58000,1.01997,1.01996,1.01994,1.01989,1.01999,1.02013,1.01988,1.01985,1.01979,1.01397,1.01984,1.01988,1.01970,1.02006,1.01995,1.01949
0.59000,1.01991,1.02007,1.01999,1.01995,1.01984,1.01988,1.01988,1.02000,1.01979,1.01397,1.01979,1.01983,1.01986,1.01990,1.01985,1.01979
0.60000,1.02002,1.02002,1.01994,1.01995,1.01994,1.01993,1.01988,1.01995,1.01989,1.01386,1.01979,1.01983,1.01981,1.01990,1.01974,1.01949
0.61000,1.01997,1.02007,1.01988,1.02005,1.01989,1.01993,1.02005,1.02006,1.01989,1.01386,1.01984,1.01983,1.01976,1.01995,1.01985,1.01979
0.62000,1.01991,1.01991,1.01999,1.01989,1.01989,1.01998,1.02000,1.01985,1.01984,1.01402,1.01979,1.01983,1.01976,1.01985,1.01995,1.02009
0.63000,1.01981,1.01980,1.01999,1.01995,1.01984,1.01998,1.01988,1.01990,1.01984,1.01413,1.01979,1.01988,1.01981,1.02006,1.01985,1.02040
0.64000,1.01997,1.02002,1.01983,1.02000,1.02010,1.01988,1.02005,1.01995,1.01979,1.01397,1.01979,1.01973,1.01991,1.01995,1.01990,1.01979
0.65000,1.01997,1.01996,1.01988,1.01989,1.01989,1.01993,1.02000,1.02000,1.01984,1.01381,1.01979,1.01983,1.01970,1.01985,1.01990,1.02009
0.66000,1.01991,1.02002,1.01988,1.01979,1.01989,1.02003,1.02005,1.01995,1.01974,1.01386,1.01984,1.01983,1.01986,1.01995,1.01969,1.01979
0.67000,1.01986,1.02002,1.01978,1.01995,1.01999,1.01993,1.01994,1.01985,1.01984,1.01397,1.01979,1.01988,1.01981,1.01980,1.01985,1.01888
0.68000,1.02002,1.01996,1.01999,1.01989,1.01999,1.01988,1.01988,1.01990,1.01979,1.01413,1.01974,1.01983,1.01991,1.01980,1.01995,1.02040
0.69000,1.02007,1.02007,1.01999,1.01984,1.02005,1.01993,1.01988,1.01990,1.01984,1.01423,1.01979,1.01983,1.01981,1.01985,1.01980,1.01949
0.70000,1.02002,1.01986,1.01999,1.01979,1.01999,1.02003,1.02000,1.02006,1.01989,1.01413,1.01979,1.01983,1.01981,1.01980,1.01990,1.02070
0.71000,1.01991,1.02007,1.01988,1.01995,1.02010,1.01988,1.02000,1.01990,1.01984,1.01423,1.01979,1.01988,1.01986,1.01990,1.01985,1.01979
0.72000,1.01991,1.02002,1.01988,1.02000,1.01984,1.01993,1.02000,1.02000,1.01984,1.01423,1.01979,1.01988,1.01986,1.02006,1.01990,1.01979
0.73000,1.02007,1.01996,1.01994,1.01979,1.01994,1.01983,1.01994,1.02006,1.01984,1.01402,1.01974,1.01973,1.01986,1.01995,1.01995,1.02009
0.74000,1.01997,1.01991,1.01994,1.02005,1.01994,1.01988,1.01977,1.02000,1.01984,1.01397,1.01984,1.01973,1.01986,1.01980,1.01985,1.01979
0.75000,1.01991,1.01991,1.02004,1.02000,1.01989,1.01998,1.01994,1.01990,1.01979,1.01381,1.01979,1.01978,1.01986,1.01985,1.01980,1.01979
0.76000,1.01981,1.01991,1.01999,1.01989,1.01989,1.01998,1.02000,1.01990,1.01974,1.01371,1.01984,1.01983,1.01986,1.02011,1.01995,1.02009
0.77000,1.02007,1.01991,1.01994,1.01989,1.01984,1.01988,1.01994,1.02000,1.01984,1.01360,1.01990,1.01983,1.01991,1.01985,1.01985,1.01918
0.78000,1.01991,1.01975,1.01978,1.02005,1.01984,1.02008,1.01977,1.02006,1.01979,1.01355,1.01984,1.01988,1.01986,1.01995,1.01985,1.01979
0.79000,1.01981,1.01986,1.01988,1.02010,1.02005,1.01998,1.01988,1.02000,1.01989,1.01365,1.01979,1.01983,1.01976,1.01990,1.01990,1.01918
0.80000,1.02007,1.01986,1.01988,1.02005,1.01994,1.01993,1.02000,1.02006,1.01994,1.01376,1.01974,1.01983,1.01986,1.01985,1.01990,1.01949
0.81000,1.02007,1.02002,1.01978,1.01989,1.01999,1.01978,1.02005,1.01995,1.01984,1.01365,1.01979,1.01983,1.01986,1.01990,1.01990,1.01949
0.82000,1.02002,1.02007,1.02004,1.02005,1.01969,1.02003,1.01994,1.01990,1.01989,1.01392,1.01979,1.01978,1.01981,1.01985,1.01980,1.01949
0.83000,1.02007,1.02012,1.01988,1.01989,1.01994,1.02013,1.02000,1.01995,1.01984,1.01371,1.01979,1.01978,1.01976,1.01995,1.01985,1.01918
0.84000,1.02002,1.02007,1.01999,1.02010,1.01984,1.02003,1.01988,1.02006,1.01984,1.01360,1.01979,1.01978,1.01986,1.01990,1.01985,1.01949
0.85000,1.02007,1.02012,1.01994,1.01989,1.01989,1.01998,1.02000,1.02006,1.01979,1.01381,1.01979,1.01978,1.01976,1.02001,1.01995,1.01888
0.86000,1.02002,1.01996,1.01978,1.01979,1.02005,1.02008,1.02005,1.01980,1.01984,1.01407,1.01990,1.01983,1.01997,1.01985,1.01995,1.01949
0.87000,1.02007,1.01996,1.01988,1.01984,1.01994,1.02008,1.01994,1.01995,1.01989,1.01402,1.01984,1.01988,1.01991,1.01985,1.01990,1.02040
0.88000,1.01997,1.01996,1.01988,1.01984,1.01999,1.01988,1.01988,1.01985,1.01979,1.01397,1.01984,1.01988,1.01981,1.01985,1.02001,1.01918
0.89000,1.01997,1.01986,1.01983,1.02000,1.01999,1.02003,1.01977,1.02000,1.01984,1.01381,1.01984,1.01988,1.01970,1.01985,1.01980,1.01979
0.90000,1.01986,1.01991,1.01988,1.01995,1.01989,1.01998,1.02000,1.01995,1.01984,1.01376,1.01990,1.01983,1.01986,1.01990,1.01985,1.01918
0.91000,1.01997,1.01996,1.02004,1.02005,1.01979,1.01988,1.02000,1.02000,1.01984,1.01355,1.01984,1.01983,1.01986,1.01990,1.01990,1.01979
0.92000,1.02002,1.02002,1.01999,1.01984,1.01999,1.01998,1.02011,1.01985,1.01979,1.01355,1.01979,1.01978,1.01976,1.01975,1.01980,1.01949
0.93000,1.01997,1.02002,1.01988,1.02000,1.01989,1.01988,1.01977,1.01985,1.01979,1.01376,1.01979,1.01988,1.01997,1.01990,1.01980,1.01979
0.94000,1.01986,1.01996,1.01983,1.02000,1.01984,1.02013,1.02000,1.01995,1.01984,1.01360,1.01979,1.01978,1.01981,1.01990,1.01974,1.01949
0.95000,1.02002,1.01996,1.01994,1.01989,1.01984,1.02013,1.01971,1.02000,1.01968,1.01355,1.01984,1.01988,1.01976,1.01985,1.01985,1.01979
0.96000,1.01986,1.01980,1.01988,1.02005,1.01999,1.01998,1.01977,1.02006,1.01989,1.01376,1.01984,1.01988,1.01981,1.01995,1.01980,1.01888
0.97000,1.01991,1.02007,1.01999,1.01979,1.01994,1.02003,1.02000,1.02011,1.01974,1.01371,1.01984,1.01994,1.01997,1.01995,1.01990,1.01979
0.98000,1.01991,1.02002,1.01983,1.02005,1.01994,1.02008,1.02000,1.02006,1.01979,1.01365,1.01990,1.01978,1.01986,1.01990,1.01985,1.02009
0.99000,1.01997,1.01996,1.01994,1.01979,1.01984,1.02013,1.01988,1.02006,1.01994,1.01355,1.01984,1.01988,1.01981,1.01980,1.01985,1.02009
1.00000,1.01991,1.01996,1.02004,1.01995,1.01989,1.01993,1.01994,1.01985,1.01979,1.01371,1.01979,1.01973,1.01986,1.02001,1.01995,1.01949
1.01000,1.02002,1.01986,1.01988,1.02000,1.01994,1.01993,1.01994,1.01995,1.01979,1.01365,1.01974,1.01978,1.01981,1.02001,1.01974,1.01979
1.02000,1.02002,1.01991,1.01972,1.01979,1.01979,1.01998,1.02000,1.01990,1.01979,1.01365,1.01984,1.01978,1.01965,1.01995,1.01990,1.02009
1.03000,1.01997,1.01991,1.01983,1.01979,1.01999,1.01998,1.01988,1.01985,1.01989,1.01355,1.01984,1.01988,1.01986,1.01985,1.01969,1.01949
1.04000,1.01997,1.01996,1.01999,1.02005,1.01979,1.01998,1.01994,1.01985,1.01979,1.01349,1.01990,1.01983,1.01981,1.01990,1.01985,1.01918
1.05000,1.01997,1.01991,1.02010,1.01979,1.01999,1.01998,1.01988,1.01995,1.01984,1.01344,1.01984,1.01978,1.01997,1.01985,1.01974,1.01918
1.06000,1.01997,1.02007,1.01994,1.02005,1.02015,1.01988,1.01994,1.02006,1.01979,1.01349,1.01990,1.01983,1.01986,1.01990,1.01990,1.01949
1.07000,1.02002,1.02007,1.01994,1.01995,1.02010,1.01998,1.01994,1.02000,1.01984,1.01365,1.01974,1.01983,1.01981,1.01980,1.01969,1.01979
1.08000,1.01997,1.02007,1.01994,1.01973,1.01994,1.01988,1.01994,1.01990,1.01989,1.01355,1.01984,1.01978,1.01991,1.01990,1.01980,1.01918
1.09000,1.02007,1.01991,1.01999,1.01989,1.02005,1.01988,1.02000,1.01990,1.01974,1.01360,1.01990,1.01983,1.01991,1.01990,1.01990,1.01918
1.10000,1.01997,1.01996,1.01988,1.02016,1.01989,1.01988,1.01994,1.01995,1.01974,1.01365,1.01979,1.01983,1.01986,1.02001,1.01995,1.01949
1.11000,1.01997,1.01991,1.02004,1.02005,1.01984,1.02003,1.01994,1.01995,1.01984,1.01371,1.01974,1.01978,1.01970,1.01985,1.01980,1.02009
1.12000,1.01986,1.01986,1.01994,1.01984,1.02015,1.01998,1.01988,1.02006,1.01974,1.01371,1.01979,1.01978,1.01997,1.01980,1.01974,1.02009
1.13000,1.01997,1.01996,1.01978,1.02016,1.01999,1.02003,1.02000,1.02006,1.01979,1.01381,1.01995,1.01978,1.01986,1.01990,1.01980,1.01979
1.14000,1.01981,1.01991,1.01994,1.02010,1.01994,1.02003,1.01988,1.02016,1.01984,1.01365,1.01969,1.01983,1.01991,1.01985,1.01974,1.02040
1.15000,1.01991,1.01986,1.02004,1.01984,1.01994,1.02003,1.02000,1.02000,1.01989,1.01371,1.01979,1.01988,1.01981,1.01985,1.01990,1.01918
1.16000,1.02002,1.01986,1.01994,1.02000,1.02010,1.01993,1.02000,1.01974,1.01984,1.01365,1.01979,1.01983,1.01970,1.01985,1.01990,1.01949
1.17000,1.02007,1.01996,1.01988,1.01995,1.01979,1.02008,1.01994,1.01995,1.01984,1.01355,1.01979,1.01988,1.01976,1.01995,1.01995,1.02009
1.18000,1.01991,1.01996,1.01983,1.02000,1.01984,1.02013,1.02000,1.01995,1.01984,1.01355,1.01979,1.01983,1.01981,1.02006,1.01995,1.01918
1.19000,1.02012,1.01986,1.01983,1.02005,1.01999,1.01993,1.02005,1.02000,1.01989,1.01365,1.01990,1.01988,1.01991,1.01985,1.01990,1.01888
1.20000,1.01986,1.01991,1.01983,1.02005,1.01984,1.02008,1.01977,1.01995,1.01989,1.01360,1.01990,1.01983,1.01981,1.01995,1.01985,1.01918
1.21000,1.02007,1.01986,1.01983,1.01989,1.01989,1.02003,1.01994,1.02000,1.01979,1.01365,1.01979,1.01983,1.01997,1.01995,1.01990,1.01918
1.22000,1.02012,1.02012,1.01988,1.02005,1.01994,1.01998,1.02005,1.02006,1.01989,1.01381,1.01984,1.01988,1.01981,1.01990,1.01985,1.01918
1.23000,1.02002,1.01991,1.01999,1.02016,1.01989,1.02003,1.01988,1.02011,1.01984,1.01376,1.01984,1.01978,1.01965,1.02006,1.01985,1.01979
1.24000,1.02002,1.01986,1.01994,1.01995,1.01994,1.02008,1.02000,1.01985,1.01984,1.01376,1.01990,1.01988,1.01981,1.01990,1.01990,1.01918
1.25000,1.01997,1.02002,1.01994,1.01989,1.01994,1.01993,1.01994,1.02000,1.01974,1.01376,1.01990,1.01988,1.01986,1.01990,1.01980,1.01979
1.26000,1.01991,1.01996,1.01999,1.02005,1.01999,1.02003,1.02000,1.02006,1.01979,1.01376,1.01990,1.01978,1.01986,1.01990,1.01985,1.01949
1.27000,1.01991,1.01986,1.01988,1.02000,1.01984,1.02013,1.01994,1.02000,1.01989,1.01376,1.01984,1.01988,1.01997,1.01995,1.01985,1.01918
1.28000,1.01997,1.01991,1.01999,1.02000,1.01984,1.01998,1.02005,1.02000,1.01989,1.01386,1.01990,1.01983,1.01986,1.01985,1.01990,1.02040
1.29000,1.01997,1.02002,1.01994,1.02005,1.01994,1.02008,1.02000,1.02011,1.01984,1.01397,1.01990,1.01988,1.01976,1.01990,1.01995,1.02009
1.30000,1.02002,1.02007,1.01994,1.01989,1.01999,1.01998,1.02000,1.02000,1.01989,1.01407,1.01984,1.01983,1.01997,1.01990,1.01985,1.01918
1.31000,1.02012,1.01996,1.01988,1.01989,1.01984,1.01993,1.02000,1.01995,1.01974,1.01413,1.01990,1.01988,1.01991,1.01980,1.02001,1.02009
1.32000,1.02007,1.01996,1.01988,1.01984,1.01999,1.02003,1.02000,1.02016,1.01989,1.01428,1.02000,1.01983,1.01997,1.01964,1.01990,1.01888
1.33000,1.02012,1.01996,1.01983,1.01984,1.01999,1.02003,1.02000,1.02006,1.01979,1.01439,1.01990,1.01988,1.01981,1.02001,1.01974,1.02040
1.34000,1.02012,1.02023,1.02010,1.02000,1.02005,1.02018,1.02022,1.02027,1.01989,1.01460,1.01984,1.01994,1.01991,1.02001,1.01985,1.02040
1.35000,1.02043,1.02044,1.02037,1.02010,1.02040,1.02039,1.02051,1.02042,1.01989,1.01476,1.02021,1.02009,1.02028,1.01995,1.01980,1.01949
1.36000,1.02146,1.02124,1.02134,1.02058,1.02138,1.02136,1.02142,1.02141,1.02031,1.01502,1.02078,1.02056,1.02101,1.02053,1.01980,1.02009
1.37000,1.02269,1.02242,1.02253,1.02117,1.02256,1.02268,1.02249,1.02272,1.02120,1.01486,1.02172,1.02139,1.02201,1.02111,1.01995,1.02070
1.38000,1.02361,1.02343,1.02350,1.02191,1.02338,1.02345,1.02334,1.02345,1.02203,1.01460,1.02266,1.02232,1.02285,1.02173,1.01980,1.02161
1.39000,1.02331,1.02316,1.02301,1.02228,1.02297,1.02314,1.02306,1.02293,1.02260,1.01428,1.02292,1.02268,1.02295,1.02231,1.02001,1.02252
1.40000,1.02212,1.02210,1.02199,1.02196,1.02189,1.02197,1.02187,1.02173,1.02240,1.01449,1.02224,1.02232,1.02196,1.02236,1.01990,1.02222
1.41000,1.02084,1.02087,1.02091,1.02154,1.02071,1.02074,1.02073,1.02068,1.02182,1.01460,1.02136,1.02154,1.02112,1.02173,1.01995,1.02222
1.42000,1.01955,1.01991,1.01956,1.02079,1.01964,1.01947,1.01932,1.01953,1.02073,1.01476,1.02026,1.02061,1.01981,1.02095,1.01974,1.02040
1.43000,1.01817,1.01815,1.01810,1.02026,1.01815,1.01840,1.01841,1.01860,1.01984,1.01497,1.01901,1.01937,1.01855,1.02011,1.01995,1.02070
1.44000,1.01812,1.01820,1.01810,1.01936,1.01810,1.01830,1.01835,1.01823,1.01890,1.01486,1.01838,1.01874,1.01839,1.01933,1.01985,1.01949
1.45000,1.01878,1.01863,1.01875,1.01926,1.01912,1.01911,1.01926,1.01912,1.01890,1.01465,1.01875,1.01874,1.01907,1.01917,1.01985,1.01888
1.46000,1.02125,1.02098,1.02129,1.02000,1.02097,1.02110,1.02102,1.02121,1.01947,1.01460,1.02016,1.01978,1.02054,1.01975,1.01980,1.01949
1.47000,1.02253,1.02204,1.02242,1.02069,1.02215,1.02217,1.02232,1.02235,1.02094,1.01465,1.02157,1.02128,1.02175,1.02090,1.01990,1.02040
1.48000,1.02233,1.02242,1.02258,1.02122,1.02266,1.02278,1.02283,1.02262,1.02140,1.01471,1.02204,1.02160,1.02238,1.02137,1.01985,1.02131
1.49000,1.02182,1.02167,1.02139,1.02101,1.02112,1.02074,1.02079,1.02053,1.02151,1.01465,1.02172,1.02175,1.02117,1.02137,1.01990,1.02040
1.50000,1.01935,1.01964,1.01951,1.02069,1.01964,1.01983,1.01994,1.02037,1.02094,1.01449,1.02016,1.02051,1.02002,1.02090,1.01969,1.02161
1.51000,1.01925,1.01938,1.01918,1.02021,1.01902,1.01911,1.01886,1.01854,1.02000,1.01449,1.01984,1.01994,1.01907,1.02032,1.01995,1.02009
1.52000,1.01796,1.01793,1.01789,1.01931,1.01789,1.01830,1.01807,1.01860,1.01927,1.01486,1.01828,1.01885,1.01834,1.01943,1.01974,1.01949
1.53000,1.01796,1.01809,1.01805,1.01894,1.01805,1.01794,1.01779,1.01745,1.01848,1.01465,1.01833,1.01869,1.01808,1.01896,1.01985,1.01797
1.54000,1.01796,1.01804,1.01805,1.01888,1.01805,1.01825,1.01841,1.01880,1.01848,1.01460,1.01812,1.01823,1.01834,1.01875,1.01974,1.01858
1.55000,1.02110,1.02076,1.02102,1.01963,1.02061,1.02064,1.02062,1.02042,1.01906,1.01444,1.01984,1.01952,1.01986,1.01933,1.01980,1.01827
1.56000,1.02171,1.02135,1.02150,1.02005,1.02153,1.02156,1.02164,1.02199,1.02052,1.01486,1.02099,1.02071,1.02149,1.02027,1.01985,1.01949
1.57000,1.02295,1.02279,1.02312,1.02111,1.02286,1.02289,1.02278,1.02267,1.02125,1.01465,1.02219,1.02165,1.02227,1.02105,1.01974,1.02070
1.58000,1.02192,1.02204,1.02172,1.02106,1.02163,1.02146,1.02153,1.02147,1.02156,1.01471,1.02183,1.02196,1.02159,1.02158,1.01990,1.02131
1.59000,1.02038,1.02066,1.02037,1.02069,1.02035,1.02023,1.02034,1.02053,1.02104,1.01476,1.02073,1.02097,1.02054,1.02100,1.01985,1.02070
1.60000,1.01884,1.01889,1.01880,1.02026,1.01902,1.01921,1.01909,1.01974,1.02015,1.01476,1.01953,1.01983,1.01955,1.02048,1.01980,1.02009
