P(kPa)  T(K)
34.2 	101.5
38.8 	112.1
44.8 	142.5
51.3 	156.5
55.5 	167.2
61.3 	186.5
67.5 	208.0
72.1 	224.4
76.8 	261.7
83.5 	286.8
88.9 	318.6
