#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.97497  0.91675 -0.01019 -0.93133  0.001520  0.000988  0.003205     1.539
   1.98311  0.92485 -0.00937 -0.92805  0.001550  0.001015  0.003221     1.527
   1.99108  0.93278 -0.00857 -0.92445  0.001585  0.001044  0.003216     1.518
   1.99886  0.94052 -0.00778 -0.92054  0.001624  0.001074  0.003193     1.513
   2.00640  0.94802 -0.00701 -0.91638  0.001667  0.001105  0.003157     1.509
   2.01368  0.95526 -0.00626 -0.91180  0.001716  0.001138  0.003107     1.508
   2.02067  0.96222 -0.00554 -0.90678  0.001769  0.001172  0.003044     1.509
   2.02735  0.96885 -0.00485 -0.90135  0.001828  0.001209  0.002970     1.512
   2.03368  0.97516 -0.00419 -0.89552  0.001892  0.001248  0.002887     1.516
   2.03967  0.98111 -0.00357 -0.88917  0.001963  0.001290  0.002793     1.522
   2.04530  0.98671 -0.00298 -0.88221  0.002044  0.001335  0.002688     1.531
   2.05059  0.99197 -0.00242 -0.87422  0.002140  0.001387  0.002563     1.543
   2.05554  0.99689 -0.00189 -0.86502  0.002256  0.001447  0.002416     1.559
   2.05866  1.00000 -0.00157 -0.86599  0.002243  0.001447  0.002455     1.551
   2.05866  1.00010 -0.00001  0.86599  0.013684  0.005493  0.000000     2.491
   2.06179  1.00321 -0.00023  0.85637  0.013287  0.005766  0.000000     2.305
   2.06524  1.00666 -0.00045  0.84864  0.012737  0.005987  0.000000     2.128
   2.06907  1.01049 -0.00068  0.85156  0.012076  0.005905  0.000000     2.045
   2.07331  1.01472 -0.00091  0.85605  0.011421  0.005784  0.000000     1.975
   2.07800  1.01940 -0.00116  0.86105  0.010787  0.005654  0.000000     1.908
   2.08320  1.02459 -0.00143  0.86653  0.010178  0.005519  0.000000     1.844
   2.08895  1.03034 -0.00171  0.87244  0.009599  0.005380  0.000000     1.784
   2.09533  1.03671 -0.00200  0.87870  0.009054  0.005241  0.000000     1.728
   2.10238  1.04375 -0.00232  0.88521  0.008546  0.005102  0.000000     1.675
   2.11019  1.05155 -0.00265  0.89186  0.008075  0.004967  0.000000     1.626
   2.11884  1.06020 -0.00300  0.89854  0.007643  0.004838  0.000000     1.580
   2.12841  1.06976 -0.00337  0.90515  0.007248  0.004716  0.000000     1.537
   2.13901  1.08036 -0.00375  0.91163  0.006889  0.004602  0.000000     1.497
   2.15075  1.09209 -0.00415  0.91790  0.006562  0.004495  0.000000     1.460
   2.16375  1.10508 -0.00457  0.92392  0.006266  0.004398  0.000000     1.425
   2.17814  1.11946 -0.00501  0.92967  0.005996  0.004308  0.000000     1.392
   2.19407  1.13539 -0.00546  0.93515  0.005751  0.004225  0.000000     1.361
   2.21171  1.15303 -0.00593  0.94033  0.005528  0.004149  0.000000     1.332
   2.23125  1.17255 -0.00640  0.94523  0.005325  0.004080  0.000000     1.305
   2.25288  1.19418 -0.00688  0.94986  0.005140  0.004017  0.000000     1.280
   2.27683  1.21812 -0.00736  0.95421  0.004971  0.003959  0.000000     1.256
   2.30334  1.24463 -0.00784  0.95829  0.004818  0.003905  0.000000     1.234
   2.33270  1.27399 -0.00831  0.96212  0.004679  0.003857  0.000000     1.213
   2.36521  1.30649 -0.00876  0.96570  0.004553  0.003812  0.000000     1.194
   2.40120  1.34248 -0.00918  0.96904  0.004439  0.003772  0.000000     1.177
   2.44105  1.38233 -0.00957  0.97214  0.004337  0.003735  0.000000     1.161
   2.48518  1.42646 -0.00991  0.97502  0.004246  0.003701  0.000000     1.147
   2.53403  1.47531 -0.01019  0.97768  0.004164  0.003670  0.000000     1.134
   2.58813  1.52941 -0.01038  0.98012  0.004091  0.003643  0.000000     1.123
   2.64803  1.58931 -0.01048  0.98236  0.004027  0.003618  0.000000     1.113
   2.71435  1.65562 -0.01046  0.98440  0.003970  0.003595  0.000000     1.104
   2.78778  1.72905 -0.01030  0.98625  0.003921  0.003575  0.000000     1.097
   2.86908  1.81036 -0.00997  0.98792  0.003877  0.003556  0.000000     1.090
   2.95910  1.90038 -0.00943  0.98942  0.003839  0.003540  0.000000     1.084
   3.05878  2.00005 -0.00867  0.99092  0.003804  0.003524  0.000000     1.079
