NACA 2415                                       
 Alfa =   2.00000 Re =  1000000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00157  0.25149
   0.99698  0.00234  0.24363
   0.99220  0.00350  0.23021
   0.98711  0.00471  0.21629
   0.98172  0.00600  0.20061
   0.97602  0.00736  0.18378
   0.97002  0.00878  0.16644
   0.96372  0.01024  0.14854
   0.95714  0.01176  0.13019
   0.95029  0.01333  0.11166
   0.94320  0.01494  0.09306
   0.93591  0.01657  0.07490
   0.92845  0.01823  0.05653
   0.92083  0.01991  0.03836
   0.91310  0.02159  0.02100
   0.90526  0.02328  0.00388
   0.89733  0.02496 -0.01243
   0.88932  0.02664 -0.02828
   0.88125  0.02832 -0.04348
   0.87312  0.02998 -0.05822
   0.86495  0.03164 -0.07294
   0.85675  0.03329 -0.08704
   0.84852  0.03492 -0.10118
   0.84028  0.03653 -0.11431
   0.83203  0.03813 -0.12748
   0.82375  0.03971 -0.14015
   0.81547  0.04127 -0.15279
   0.80717  0.04282 -0.16463
   0.79886  0.04434 -0.17671
   0.79054  0.04585 -0.18817
   0.78222  0.04734 -0.19977
   0.77388  0.04882 -0.21116
   0.76555  0.05027 -0.22239
   0.75722  0.05170 -0.23337
   0.74888  0.05312 -0.24402
   0.74054  0.05451 -0.25465
   0.73220  0.05589 -0.26537
   0.72385  0.05725 -0.27550
   0.71550  0.05858 -0.28570
   0.70715  0.05990 -0.29583
   0.69880  0.06120 -0.30590
   0.69044  0.06247 -0.31585
   0.68209  0.06373 -0.32566
   0.67374  0.06497 -0.33537
   0.66539  0.06618 -0.34538
   0.65704  0.06738 -0.35471
   0.64869  0.06855 -0.36406
   0.64035  0.06970 -0.37396
   0.63201  0.07083 -0.38298
   0.62367  0.07194 -0.39230
   0.61533  0.07302 -0.40116
   0.60700  0.07409 -0.41035
   0.59867  0.07513 -0.41879
   0.59034  0.07615 -0.42779
   0.58202  0.07714 -0.43591
   0.57370  0.07812 -0.44405
   0.56538  0.07906 -0.45178
   0.55707  0.07999 -0.45948
   0.54876  0.08089 -0.46696
   0.54047  0.08177 -0.47315
   0.53218  0.08262 -0.48004
   0.52390  0.08344 -0.48668
   0.51564  0.08424 -0.49461
   0.50739  0.08502 -0.50758
   0.49914  0.08576 -0.53170
   0.49090  0.08648 -0.57207
   0.48267  0.08717 -0.62131
   0.47444  0.08784 -0.64030
   0.46622  0.08847 -0.64570
   0.45801  0.08908 -0.65199
   0.44982  0.08966 -0.65875
   0.44165  0.09021 -0.66585
   0.43351  0.09074 -0.67323
   0.42539  0.09123 -0.68097
   0.41731  0.09168 -0.68903
   0.40926  0.09210 -0.69741
   0.40125  0.09249 -0.70615
   0.39327  0.09283 -0.71521
   0.38532  0.09314 -0.72453
   0.37740  0.09341 -0.73397
   0.36951  0.09364 -0.74368
   0.36164  0.09382 -0.75346
   0.35379  0.09397 -0.76320
   0.34597  0.09407 -0.77290
   0.33817  0.09414 -0.78272
   0.33040  0.09415 -0.79202
   0.32265  0.09413 -0.80158
   0.31493  0.09406 -0.81065
   0.30724  0.09395 -0.81983
   0.29957  0.09379 -0.82863
   0.29193  0.09358 -0.83732
   0.28432  0.09333 -0.84586
   0.27674  0.09303 -0.85401
