51.35349, -0.46858
51.35313, -0.46865
51.35306, -0.46864
51.35303, -0.46867
51.35299, -0.46869
51.35295, -0.46869
51.35291, -0.46868
51.35245, -0.46821
51.3524, -0.46818
51.35234, -0.46814
51.35227, -0.46811
51.3522, -0.4681
51.35212, -0.46811
51.35205, -0.46815
51.352, -0.46819
51.35195, -0.46825
51.35192, -0.46832
51.35189, -0.4684
51.35187, -0.46849
51.35187, -0.46858
51.35187, -0.46866
51.3519, -0.46881
51.35189, -0.46891
51.35188, -0.46897
51.35185, -0.46903
51.35182, -0.46907
51.35177, -0.4691
51.35146, -0.46916
51.35147, -0.46947
51.35068, -0.46968
