51.35068, -0.46978
51.34928, -0.47005
51.34926, -0.47005
51.34924, -0.47004
51.34923, -0.47002
51.34922, -0.46999
51.34916, -0.46961
51.3491, -0.46901
51.34908, -0.46893
51.34904, -0.46884
51.34899, -0.46876
51.34878, -0.46848
51.34877, -0.46844
51.34878, -0.46839
51.34879, -0.46833
51.34881, -0.46825
51.34884, -0.46819
51.34891, -0.46809
51.34921, -0.46796
51.34924, -0.46796
51.34927, -0.46797
51.34931, -0.46798
51.34934, -0.46799
51.34938, -0.46801
51.34941, -0.46804
51.34949, -0.46809
51.34958, -0.46815
51.34961, -0.46815
51.34965, -0.46815
51.34968, -0.46814
51.34972, -0.46814
51.34977, -0.46814
51.35004, -0.46806
51.35249, -0.46742
51.35354, -0.46722
51.3536, -0.4672
51.35366, -0.46719
51.35373, -0.4672
51.3538, -0.46723
51.35388, -0.46729
51.35394, -0.46736
51.354, -0.46745
51.35404, -0.46756
51.35407, -0.46766
51.35409, -0.46776
51.3541, -0.46785
51.3541, -0.46794
51.35409, -0.46804
51.35407, -0.46815
51.35405, -0.46823
51.35402, -0.46831
51.35398, -0.46837
51.35393, -0.46844
51.35388, -0.46851
51.35382, -0.46855
51.35377, -0.46858
51.3537, -0.4686
51.35309, -0.46873
51.35293, -0.4687
51.35279, -0.46864
51.35244, -0.46828
51.35238, -0.46823
51.35233, -0.46819
51.35229, -0.46816
51.35223, -0.46814
51.35218, -0.46814
51.35214, -0.46814
51.35207, -0.46815
51.352, -0.4682
51.35199, -0.46822
51.35197, -0.46824
51.35193, -0.46829
51.35191, -0.46847
51.35191, -0.46867
51.35192, -0.46874
51.35193, -0.46877
51.35193, -0.46879
51.35193, -0.46881
51.35188, -0.46898
51.35184, -0.46906
51.35179, -0.46911
51.35159, -0.46922
51.35152, -0.46934
51.3515, -0.46951
51.35068, -0.46978
