51.3535, -0.46864
51.35303, -0.46875
51.35298, -0.46877
51.35294, -0.46876
51.35289, -0.46875
51.35245, -0.46829
51.35237, -0.46823
51.35232, -0.4682
51.35223, -0.46817
51.35217, -0.46817
51.35211, -0.46819
51.35205, -0.46822
51.35202, -0.46826
51.35198, -0.46831
51.35195, -0.46838
51.35192, -0.46846
51.35191, -0.46856
51.35191, -0.46864
51.35194, -0.4688
51.35194, -0.4689
51.35193, -0.46898
51.3519, -0.46905
51.35186, -0.46912
51.35182, -0.46918
51.35177, -0.4692
51.35157, -0.46929
51.35156, -0.46932
51.35158, -0.46955
51.35069, -0.46979
