IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  CONTROLLER RESULTS FILE 
Run time: 11:15:27 26-11-2020
Barometric pressure: 1.0199 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Time[s],PV[BarA],SP[BarA],IO[mA]
11.67900,1.34499,1.31212,12.86515
11.70800,1.34378,1.31212,12.87518
11.71800,1.34317,1.31212,12.87612
11.73800,1.34287,1.31212,12.88412
11.74800,1.34135,1.31212,12.88910
11.75800,1.34044,1.31212,12.89191
11.78100,1.34013,1.31212,12.89095
11.79100,1.34347,1.31212,12.89020
11.80100,1.34196,1.31212,12.88667
11.82200,1.34469,1.31212,12.87584
11.83200,1.34378,1.31212,12.86680
11.84300,1.34287,1.31212,12.86040
11.86300,1.34074,1.31212,12.85640
11.87300,1.33922,1.31212,12.85951
11.88300,1.33892,1.31212,12.86487
11.90900,1.33953,1.31212,12.86538
11.91900,1.33861,1.31212,12.86822
11.92900,1.33831,1.31212,12.86802
11.95200,1.33801,1.31212,12.86355
11.96200,1.33892,1.31212,12.86278
11.97200,1.33558,1.31212,12.86393
11.99500,1.33497,1.31212,12.86360
12.00500,1.33467,1.31212,12.86759
12.01500,1.33376,1.31212,12.86773
12.03800,1.33254,1.31212,12.87491
12.04800,1.33376,1.31212,12.87653
12.05800,1.33467,1.31212,12.87082
12.08100,1.33497,1.31212,12.86946
12.09100,1.33588,1.31212,12.86372
12.10100,1.33406,1.31212,12.85232
12.13200,1.33497,1.31212,12.85077
12.14200,1.33315,1.31212,12.84609
12.16400,1.33254,1.31212,12.84974
12.17500,1.32768,1.31212,12.85727
12.18500,1.32768,1.31212,12.86337
12.20400,1.32951,1.31212,12.87244
12.21400,1.33011,1.31212,12.87592
12.22500,1.32981,1.31212,12.87532
12.24700,1.33133,1.31212,12.86631
12.25700,1.33133,1.31212,12.85978
12.26800,1.33345,1.31212,12.85269
12.29100,1.33254,1.31212,12.84369
12.30200,1.33163,1.31212,12.83883
12.31200,1.33285,1.31212,12.83011
12.34100,1.33042,1.31212,12.83090
12.35100,1.32829,1.31212,12.83537
12.37300,1.32890,1.31212,12.83765
12.38300,1.32556,1.31212,12.84526
12.39300,1.32768,1.31212,12.85159
12.42100,1.32829,1.31212,12.85053
12.43100,1.32465,1.31212,12.85334
12.44100,1.32040,1.31212,12.85864
12.46300,1.32009,1.31212,12.86885
12.47300,1.32161,1.31212,12.87959
12.48300,1.31857,1.81678,16.54856
12.50600,1.31918,1.81678,16.66498
12.51600,1.32131,1.81678,17.17499
12.61900,1.32070,1.81678,17.30329
12.64300,1.32191,1.81678,17.32058
12.65300,1.32343,1.81678,17.35660
12.66300,1.32191,1.81678,17.52821
12.69200,1.32191,1.81678,17.54099
12.70200,1.32131,1.81678,17.58789
12.71200,1.32009,1.81678,17.73844
12.73600,1.32252,1.81678,17.75486
12.74600,1.33193,1.81678,17.78207
12.75600,1.33497,1.81678,17.89380
12.77600,1.33801,1.81678,17.88046
12.78600,1.34287,1.81678,17.89306
12.79600,1.34347,1.81678,17.99315
12.81700,1.34681,1.81678,17.98568
12.82700,1.35198,1.81678,18.00314
12.83700,1.35349,1.81678,18.03066
12.85900,1.35957,1.81678,18.10528
12.86900,1.36625,1.81678,18.11768
12.87900,1.36898,1.81678,18.13355
12.90400,1.37141,1.81678,18.21210
12.91400,1.37566,1.81678,18.22010
12.92500,1.37536,1.81678,18.32179
12.94600,1.37961,1.81678,18.32062
12.95700,1.38355,1.81678,18.33820
12.96800,1.38598,1.81678,18.45239
12.99000,1.38932,1.81678,18.43944
13.00000,1.39965,1.81678,18.44502
13.01000,1.40208,1.81678,18.57912
13.04200,1.40603,1.81678,18.56109
13.05200,1.41422,1.81678,18.62883
13.07400,1.41696,1.81678,18.61017
13.08400,1.42181,1.81678,18.60444
13.09400,1.42485,1.81678,18.68226
13.11500,1.42667,1.81678,18.66512
13.12600,1.43366,1.81678,18.67625
13.13600,1.43578,1.81678,18.76871
13.16000,1.43609,1.81678,18.75761
13.17000,1.44246,1.81678,18.76619
13.18000,1.44368,1.81678,18.84490
13.20000,1.44641,1.81678,18.83712
13.21000,1.45279,1.81678,18.84495
13.22000,1.45461,1.81678,18.93627
13.24400,1.45704,1.81678,18.92432
13.25400,1.46584,1.81678,18.92217
13.26400,1.46827,1.81678,18.99774
13.28700,1.46979,1.81678,18.98106
13.29700,1.47526,1.81678,18.98487
13.30700,1.47678,1.81678,19.05486
13.32900,1.47920,1.81678,19.04513
13.33900,1.47981,1.81678,19.05970
13.34900,1.48437,1.81678,19.13588
13.37100,1.48619,1.81678,19.12921
13.38100,1.49560,1.81678,19.13375
13.39200,1.49773,1.81678,19.19280
13.41000,1.50319,1.81678,19.16881
13.42000,1.50502,1.81678,19.16077
13.43000,1.50805,1.81678,19.16515
13.45400,1.50927,1.81678,19.21631
13.46400,1.51564,1.81678,19.22041
13.47400,1.51807,1.81678,19.31589
13.50600,1.52141,1.81678,19.30082
13.51600,1.52688,1.81678,19.35394
13.53700,1.52900,1.81678,19.33448
13.54700,1.53417,1.81678,19.33316
13.55700,1.53447,1.81678,19.33821
13.57700,1.53751,1.81678,19.37396
13.58700,1.54267,1.81678,19.37638
13.59700,1.54449,1.81678,19.38683
13.62300,1.54692,1.81678,19.43062
13.63300,1.55451,1.81678,19.42718
13.64300,1.55451,1.81678,19.56490
13.69900,1.55694,1.81678,19.61237
13.72500,1.55876,1.81678,19.59854
13.73600,1.57668,1.81678,19.59217
13.74600,1.57820,1.81678,19.63364
13.77100,1.58154,1.81678,19.59581
13.78100,1.58913,1.81678,19.57530
13.80700,1.58882,1.81678,19.59256
13.81700,1.59368,1.81678,19.58550
13.82700,1.59399,1.81678,19.62699
13.84900,1.59490,1.81678,19.61626
13.85900,1.60158,1.81678,19.61862
13.87000,1.60370,1.81678,19.65519
13.88800,1.60461,1.81678,19.64352
13.89800,1.60947,1.81678,19.64165
13.90900,1.61099,1.81678,19.64415
13.93700,1.61494,1.81678,19.67962
13.94700,1.62010,1.81678,19.67556
13.95700,1.62162,1.81678,19.71122
13.98000,1.62314,1.81678,19.69372
13.99000,1.62921,1.81678,19.68634
14.00000,1.63103,1.81678,19.71557
14.02000,1.63346,1.81678,19.70080
14.03000,1.63559,1.81678,19.69744
14.04000,1.63953,1.81678,19.72398
14.05900,1.64227,1.81678,19.70999
14.06900,1.64530,1.81678,19.70300
14.08000,1.64773,1.81678,19.70029
14.10100,1.64804,1.81678,19.72014
14.11100,1.65259,1.81678,19.71582
14.12100,1.65715,1.81678,19.71170
14.13100,1.65684,1.81678,19.73471
14.14900,1.66079,1.81678,19.71990
14.15900,1.66383,1.81678,19.71193
14.16900,1.66777,1.81678,19.73538
14.19000,1.67111,1.81678,19.71803
14.20000,1.67597,1.81678,19.70427
14.21000,1.67962,1.81678,19.72179
14.23400,1.68083,1.81678,19.70031
14.24400,1.68781,1.81678,19.68639
14.25400,1.69115,1.81678,19.69162
14.27200,1.69024,1.81678,19.67280
14.28200,1.69632,1.81678,19.65906
14.29300,1.69966,1.81678,19.65081
14.31700,1.70118,1.81678,19.65820
14.32700,1.70664,1.81678,19.64514
14.33700,1.71120,1.81678,19.65103
14.36100,1.71454,1.81678,19.62757
14.37100,1.71545,1.81678,19.61161
14.38100,1.71909,1.81678,19.62540
14.41000,1.71970,1.81678,19.60856
14.42100,1.73002,1.81678,19.59690
14.44500,1.73488,1.81678,19.58721
14.45500,1.74733,1.81678,19.55116
14.46500,1.74824,1.81678,19.53310
14.49500,1.74824,1.81678,19.49331
14.50500,1.75249,1.81678,19.46808
14.52600,1.75249,1.81678,19.46086
14.53600,1.76069,1.81678,19.44974
14.54700,1.76342,1.81678,19.43243
14.56900,1.76707,1.81678,19.41857
14.57900,1.77132,1.81678,19.39360
14.58900,1.77587,1.81678,19.36763
14.61000,1.77739,1.81678,19.35197
14.62000,1.78559,1.81678,19.32577
14.63100,1.79045,1.81678,19.29617
14.65200,1.79258,1.81678,19.27155
14.66200,1.80017,1.81678,19.23876
14.67300,1.80260,1.81678,19.20555
14.69600,1.80229,1.81678,19.18474
14.70600,1.80563,1.81678,19.16400
14.71700,1.81171,1.81678,19.14203
14.74000,1.81383,1.81678,19.12431
14.75000,1.81839,1.81678,19.10075
14.76100,1.82446,1.81678,19.07051
14.78300,1.82841,1.81678,19.03831
14.79400,1.83539,1.81678,19.00341
14.80400,1.83752,1.81678,18.96432
14.83000,1.84268,1.81678,18.92986
14.84000,1.85057,1.81678,18.89139
14.86300,1.85179,1.81678,18.85156
14.87400,1.85756,1.81678,18.81638
14.88400,1.85817,1.81678,18.78092
14.90800,1.85938,1.81678,18.75017
14.91800,1.86090,1.81678,18.73098
14.92900,1.86758,1.81678,18.70786
14.94900,1.87001,1.81678,18.67920
14.95900,1.87001,1.81678,18.65605
14.96900,1.87335,1.81678,18.63015
14.99100,1.87456,1.81678,18.60094
15.00100,1.88428,1.81678,18.57620
15.01100,1.88853,1.81678,18.54014
15.03900,1.89187,1.81678,18.49131
15.04900,1.89460,1.81678,18.45118
15.05900,1.89643,1.81678,18.40208
15.08000,1.89855,1.81678,18.37979
15.09000,1.90675,1.81678,18.34882
15.10000,1.90675,1.81678,18.30401
15.12000,1.91434,1.81678,18.27481
15.13100,1.91951,1.81678,18.23093
15.14200,1.92072,1.81678,18.17203
15.16300,1.92193,1.81678,18.14407
15.17300,1.93044,1.81678,18.10557
15.18300,1.92801,1.81678,18.07296
15.20800,1.92861,1.81678,18.03243
15.21800,1.93165,1.81678,18.00720
15.22800,1.92953,1.81678,17.96618
15.25000,1.93469,1.81678,17.95741
15.26000,1.93590,1.81678,17.93429
15.27000,1.93803,1.81678,17.88253
15.29700,1.93833,1.81678,17.86770
15.30700,1.94866,1.81678,17.83380
15.31700,1.95078,1.81678,17.77901
15.33400,1.95503,1.81678,17.74676
15.34400,1.95625,1.81678,17.70543
15.35500,1.96688,1.81678,17.65498
15.37800,1.96809,1.81678,17.59315
15.38800,1.97082,1.81678,17.55230
15.39800,1.97325,1.81678,17.50804
15.42000,1.97507,1.81678,17.45055
15.45600,1.97416,1.81678,17.38033
15.48200,1.97781,1.81678,17.32890
15.49200,1.98084,1.81678,17.30639
15.50200,1.99056,1.81678,17.26906
15.52100,1.99481,1.81678,17.20608
15.53100,2.00149,1.81678,17.15319
15.54100,2.00028,1.81678,17.09935
15.55100,2.00149,1.81678,17.02137
15.57100,2.00635,1.81678,16.99885
15.58200,2.00635,1.81678,16.96228
15.59200,2.00149,1.81678,16.90621
15.61300,2.00483,1.81678,16.89608
15.62300,2.01030,1.81678,16.87182
15.63400,2.01000,1.81678,16.81633
15.65400,2.01242,1.81678,16.79513
15.66500,2.01455,1.81678,16.75810
15.67500,2.01668,1.81678,16.67559
15.70300,2.02093,1.81678,16.65252
15.71300,2.03034,1.81678,16.60652
15.73800,2.03004,1.81678,16.53272
15.74800,2.02700,1.81678,16.49281
15.75800,2.02700,1.81678,16.45392
15.78200,2.02579,1.81678,16.40253
15.79200,2.03125,1.81678,16.38613
15.80200,2.03095,1.81678,16.33173
15.82000,2.02943,1.81678,16.32034
15.83000,2.02700,1.81678,16.29961
15.84000,2.02852,1.81678,16.27104
15.86500,2.02822,1.81678,16.22900
15.87500,2.03034,1.81678,16.21209
15.88600,2.02791,1.81678,16.18709
15.91100,2.02852,1.81678,16.13703
15.92100,2.03034,1.81678,16.11668
15.93100,2.03064,1.81678,16.05500
15.95200,2.02973,1.81678,16.04766
15.98700,2.02973,1.81678,15.96728
16.01200,2.03095,1.81678,15.92013
16.02200,2.02275,1.81678,15.90739
16.03300,2.02791,1.81678,15.89038
16.05200,2.02062,1.81678,15.86288
16.06200,2.01728,1.81678,15.86445
16.07200,2.02002,1.81678,15.85984
16.08200,2.01546,1.81678,15.81785
16.10300,2.01668,1.81678,15.82702
16.11300,2.01303,1.81678,15.81620
16.12300,2.01091,1.81678,15.75281
16.15500,2.01273,1.81678,15.75780
16.16500,2.01698,1.81678,15.70407
16.18700,2.01212,1.81678,15.70050
16.19700,2.00726,1.81678,15.68863
16.20700,2.00544,1.81678,15.64560
16.22700,2.00119,1.81678,15.65977
16.23700,1.99906,1.81678,15.66740
16.24700,1.99755,1.81678,15.63251
16.27000,1.99937,1.81678,15.64066
16.28000,1.99724,1.81678,15.63640
16.29000,1.99906,1.81678,15.58216
16.31400,1.99451,1.81678,15.58248
16.32400,1.98540,1.81678,15.58097
16.33500,1.99238,1.81678,15.55177
16.35300,1.98479,1.81678,15.56433
16.36300,1.98358,1.81678,15.57002
16.37400,1.98267,1.81678,15.56578
16.39500,1.98236,1.81678,15.53975
16.40500,1.97477,1.81678,15.54529
16.41600,1.97265,1.81678,15.54483
16.44100,1.97295,1.81678,15.52396
16.45100,1.97082,1.81678,15.53032
16.46100,1.97325,1.81678,15.52432
16.48100,1.96657,1.81678,15.50269
16.49100,1.96050,1.81678,15.50764
16.50100,1.96050,1.81678,15.50872
16.53300,1.95503,1.81678,15.49109
16.54300,1.95473,1.81678,15.49992
16.56600,1.94987,1.81678,15.49417
16.57600,1.94926,1.81678,15.49958
16.58600,1.94744,1.81678,15.50146
16.61100,1.94228,1.81678,15.49011
16.62100,1.94441,1.81678,15.49458
16.63200,1.93985,1.81678,15.46753
16.65600,1.93803,1.81678,15.48049
16.66600,1.93135,1.81678,15.48823
16.67600,1.93985,1.81678,15.46658
16.69600,1.93864,1.81678,15.47046
16.70600,1.93438,1.81678,15.46396
16.71600,1.92983,1.81678,15.45908
16.73500,1.93135,1.81678,15.44307
16.74500,1.93013,1.81678,15.44913
16.75500,1.93165,1.81678,15.44809
16.76500,1.93104,1.81678,15.42079
16.78300,1.93104,1.81678,15.41749
16.79300,1.92983,1.81678,15.40753
16.80300,1.92770,1.81678,15.37846
16.82500,1.92527,1.81678,15.38516
16.83500,1.92072,1.81678,15.38906
16.84500,1.91981,1.81678,15.39632
16.86700,1.91525,1.81678,15.39330
16.87700,1.91161,1.81678,15.40772
16.88700,1.91009,1.81678,15.40075
16.91000,1.91100,1.81678,15.41454
16.92000,1.91495,1.81678,15.41415
16.93000,1.91131,1.81678,15.37948
16.96100,1.90979,1.81678,15.37863
16.97100,1.90493,1.81678,4.00000
17.00200,1.90493,1.81678,4.00000
17.01200,1.90311,1.81678,4.00000
17.02200,1.90189,1.81678,4.00000
17.04700,1.89430,1.81678,4.00000
17.05700,1.89400,1.81678,4.00000
17.06700,1.89339,1.81678,4.00000
17.09400,1.88884,1.81678,4.00000
17.10400,1.88732,1.81678,4.00000
17.11400,1.88823,1.81678,4.00000
17.13000,1.89309,1.81678,4.00000
17.14000,1.88458,1.81678,4.00000
17.15000,1.88064,1.81678,4.00000
17.17500,1.87821,1.81678,4.00000
17.18600,1.87365,1.81678,4.00000
17.19600,1.86910,1.81678,4.00000
17.21900,1.86940,1.81678,4.00000
17.22900,1.86181,1.81678,4.00000
17.23900,1.86181,1.81678,4.00000
17.25800,1.86333,1.81678,4.00000
17.26900,1.86060,1.81678,4.00000
17.27900,1.86151,1.81678,4.00000
17.29800,1.86090,1.81678,4.00000
17.30800,1.85695,1.81678,4.00000
17.31900,1.85968,1.81678,4.00000
17.34300,1.85574,1.81678,4.00000
17.35300,1.84936,1.81678,4.00000
17.36300,1.84784,1.81678,4.00000
17.39600,1.84572,1.81678,4.00000
17.40600,1.83387,1.81678,4.00000
17.42400,1.83721,1.81678,4.00000
17.43400,1.83114,1.81678,4.00000
17.44400,1.82628,1.81678,4.00000
17.45400,1.82294,1.81678,4.00000
17.47400,1.82021,1.81678,4.00000
17.48400,1.81414,1.81678,4.00000
17.49400,1.81171,1.81678,4.00000
17.51500,1.81110,1.81678,4.00000
17.52500,1.80776,1.81678,4.00000
17.53500,1.80654,1.81678,4.00000
17.55800,1.80138,1.81678,4.00000
17.56800,1.79683,1.81678,4.00000
17.57800,1.79288,1.81678,4.00000
17.59700,1.79349,1.81678,4.00000
17.60700,1.78924,1.81678,4.00000
17.61800,1.78863,1.81678,4.00000
17.63700,1.78650,1.81678,4.00000
17.64700,1.78590,1.81678,4.00000
17.65700,1.78073,1.81678,4.00000
17.66700,1.77830,1.81678,4.00000
17.68600,1.77861,1.81678,4.00000
17.69600,1.77162,1.81678,4.00000
17.70600,1.77314,1.81678,4.00000
17.72800,1.76980,1.81678,4.00000
17.73800,1.76342,1.81678,4.00000
17.74800,1.76160,1.81678,4.00000
17.76800,1.75826,1.81678,4.00000
17.77800,1.75674,1.81678,4.00000
17.78800,1.75219,1.81678,4.00000
17.81600,1.75340,1.81678,4.00000
17.82600,1.74369,1.81678,4.00000
17.83600,1.74399,1.81678,4.00000
17.85700,1.74035,1.81678,4.00000
17.86700,1.73245,1.81678,4.00000
17.87700,1.73276,1.81678,4.00000
17.89800,1.73276,1.81678,4.00000
17.90800,1.72881,1.81678,4.00000
17.91900,1.72729,1.81678,4.00000
17.93900,1.72425,1.81678,4.00000
17.95000,1.71727,1.81678,4.00000
17.96000,1.71727,1.81678,4.00000
17.98000,1.71545,1.81678,4.00000
17.99100,1.71089,1.81678,4.00000
18.00100,1.70877,1.81678,4.00000
18.02600,1.70543,1.81678,4.00000
18.03600,1.70482,1.81678,4.00000
18.04600,1.70057,1.81678,4.00000
18.07000,1.69784,1.81678,4.00000
18.08000,1.68903,1.81678,4.00000
18.09000,1.68751,1.81678,4.00000
18.10900,1.68539,1.81678,4.00000
18.12000,1.68387,1.81678,4.00000
18.13000,1.68205,1.81678,4.00000
18.16100,1.68053,1.81678,4.00000
18.17100,1.67506,1.81678,4.00000
18.20600,1.67415,1.81678,4.00000
18.21600,1.66595,1.81678,4.00000
18.24200,1.66595,1.81678,4.00000
18.25200,1.65532,1.81678,4.00000
18.26200,1.65320,1.81678,4.00000
18.28000,1.65229,1.81678,4.00000
18.29000,1.64986,1.81678,4.00000
18.30000,1.64986,1.81678,4.00000
18.32100,1.64621,1.81678,4.00000
18.33100,1.64439,1.81678,4.00000
18.34100,1.64257,1.81678,4.00000
18.35100,1.64075,1.81678,4.00000
18.37100,1.63893,1.81678,4.00000
18.38100,1.63832,1.81678,4.00000
18.39100,1.63650,1.81678,4.00000
18.41200,1.63225,1.81678,4.00000
18.42200,1.63255,1.81678,4.00000
18.43200,1.63012,1.81678,4.00000
18.45400,1.62951,1.81678,4.00000
18.46400,1.62496,1.81678,4.00000
18.47400,1.62283,1.81678,4.00000
18.49500,1.62010,1.81678,4.00000
18.50500,1.61554,1.81678,4.00000
18.51500,1.61463,1.81678,4.00000
18.53900,1.61312,1.81678,4.00000
18.54900,1.60947,1.81678,4.00000
18.55900,1.60886,1.81678,4.00000
18.58200,1.60704,1.81678,4.00000
18.59200,1.60522,1.81678,4.00000
18.60200,1.60279,1.81678,4.00000
18.63000,1.60279,1.81678,4.00000
18.64000,1.59702,1.81678,4.00000
18.66400,1.59611,1.81678,4.00000
18.67400,1.59247,1.81678,4.00000
18.68500,1.59186,1.81678,4.00000
18.71200,1.59034,1.81678,4.00000
18.72300,1.58609,1.81678,4.00000
18.73300,1.58609,1.81678,4.00000
18.74900,1.58366,1.81678,4.00000
18.75900,1.58032,1.81678,4.00000
18.77000,1.57941,1.81678,4.00000
18.78000,1.57941,1.81678,4.00000
18.79800,1.57516,1.81678,4.00000
18.80800,1.57303,1.81678,4.00000
18.81800,1.57091,1.81678,4.00000
18.83800,1.57091,1.81678,4.00000
18.84800,1.56544,1.81678,4.00000
18.85800,1.56605,1.81678,4.00000
18.87900,1.56180,1.81678,4.00000
18.88900,1.55998,1.81678,4.00000
18.90000,1.55876,1.81678,4.00000
18.92500,1.55573,1.81678,4.00000
18.93500,1.54965,1.81678,4.00000
18.94600,1.54753,1.81678,4.00000
18.97000,1.54601,1.81678,4.00000
18.98000,1.54601,1.81678,4.00000
18.99000,1.54570,1.81678,4.00000
19.01800,1.54631,1.81678,4.00000
19.02900,1.53842,1.81678,4.00000
19.05300,1.53629,1.81678,4.00000
19.06400,1.53113,1.81678,4.00000
19.07400,1.52961,1.81678,4.00000
19.09600,1.52840,1.81678,4.00000
19.10600,1.52384,1.81678,4.00000
19.11600,1.52172,1.81678,4.00000
19.14000,1.52141,1.81678,4.00000
19.15000,1.52050,1.81678,4.00000
19.16000,1.51898,1.81678,4.00000
19.18200,1.51777,1.81678,4.00000
19.19200,1.51443,1.81678,4.00000
19.20200,1.51321,1.81678,4.00000
19.22200,1.51321,1.81678,4.00000
19.23200,1.50896,1.81678,4.00000
19.24200,1.50866,1.81678,4.00000
19.26600,1.50532,1.81678,4.00000
19.27600,1.50107,1.81678,4.00000
19.28600,1.49925,1.81678,4.00000
19.30800,1.49803,1.81678,4.00000
19.31800,1.49226,1.81678,4.00000
19.32800,1.49165,1.81678,4.00000
19.35600,1.49014,1.81678,4.00000
19.36700,1.48497,1.81678,4.00000
19.38600,1.48376,1.81678,4.00000
19.39700,1.48194,1.81678,4.00000
19.40700,1.48012,1.81678,4.00000
19.43900,1.48042,1.81678,4.00000
19.44900,1.47465,1.81678,4.00000
19.47400,1.47313,1.81678,4.00000
19.48400,1.46797,1.81678,4.00000
19.49400,1.46676,1.81678,4.00000
19.51700,1.46493,1.81678,4.00000
19.52700,1.45947,1.81678,4.00000
19.53800,1.46038,1.81678,4.00000
19.55800,1.45734,1.81678,4.00000
19.56800,1.45734,1.81678,4.00000
19.57900,1.45582,1.81678,4.00000
19.60300,1.45400,1.81678,4.00000
19.61300,1.45127,1.81678,4.00000
19.62300,1.44975,1.81678,4.00000
19.64800,1.44732,1.81678,4.00000
19.65800,1.44125,1.81678,4.00000
19.66800,1.44064,1.81678,4.00000
19.68800,1.43821,1.81678,4.00000
19.69900,1.43730,1.81678,4.00000
19.70900,1.43609,1.81678,4.00000
19.72900,1.43548,1.81678,4.00000
19.73900,1.43214,1.81678,4.00000
19.74900,1.43184,1.81678,4.00000
19.77400,1.43092,1.81678,4.00000
19.78400,1.42637,1.81678,4.00000
19.79400,1.42364,1.81678,4.00000
19.82300,1.42273,1.81678,4.00000
19.83300,1.41665,1.81678,4.00000
19.84300,1.41544,1.81678,4.00000
19.86000,1.41392,1.81678,4.00000
19.87000,1.41028,1.81678,4.00000
19.88000,1.40815,1.81678,4.00000
19.89700,1.40815,1.81678,4.00000
19.90700,1.40603,1.81678,4.00000
19.91800,1.40754,1.81678,4.00000
19.94300,1.40420,1.81678,4.00000
19.95300,1.39995,1.81678,4.00000
19.96300,1.39934,1.81678,4.00000
19.98700,1.39783,1.81678,4.00000
19.99700,1.39024,1.81678,4.00000
20.00700,1.38872,1.81678,4.00000
20.02900,1.38659,1.81678,4.00000
20.03900,1.38416,1.81678,4.00000
20.04900,1.38082,1.81678,4.00000
20.07100,1.38052,1.81678,4.00000
20.08100,1.37900,1.81678,4.00000
20.09100,1.37748,1.81678,4.00000
20.11300,1.37566,1.81678,4.00000
20.12300,1.37111,1.81678,4.00000
20.13300,1.37111,1.81678,4.00000
20.15400,1.36837,1.81678,4.00000
20.16400,1.36564,1.81678,4.00000
20.17400,1.36291,1.81678,4.00000
20.19700,1.36169,1.81678,4.00000
20.20700,1.35501,1.81678,4.00000
20.21700,1.35440,1.81678,4.00000
20.24800,1.35319,1.81678,4.00000
20.25900,1.34894,1.81678,4.00000
20.28400,1.34712,1.81678,4.00000
20.29400,1.34560,1.81678,4.00000
20.30400,1.34408,1.81678,4.00000
20.32600,1.34408,1.81678,4.00000
20.33600,1.34378,1.81678,4.00000
20.34700,1.34044,1.81678,4.00000
20.36800,1.33953,1.81678,4.00000
20.37800,1.33679,1.81678,4.00000
20.38900,1.33558,1.81678,4.00000
20.41100,1.33527,1.81678,4.00000
20.42100,1.33163,1.81678,4.00000
20.43100,1.33163,1.81678,4.00000
20.45400,1.32981,1.81678,4.00000
20.46400,1.32617,1.81678,4.00000
20.47400,1.32525,1.81678,4.00000
20.49600,1.32404,1.81678,4.00000
20.50600,1.31857,1.81678,4.00000
20.51700,1.31675,1.81678,4.00000
20.53800,1.31675,1.81678,4.00000
20.54800,1.31280,1.81678,4.00000
20.55800,1.31280,1.81678,4.00000
20.58100,1.31129,1.81678,4.00000
20.59100,1.30886,1.81678,4.00000
20.60100,1.30795,1.81678,4.00000
20.63100,1.30491,1.81678,4.00000
20.64200,1.30005,1.81678,4.00000
20.66500,1.29944,1.81678,4.00000
20.67500,1.29671,1.81678,4.00000
20.68500,1.29793,1.81678,4.00000
20.71100,1.29489,1.81678,4.00000
20.72200,1.29307,1.81678,4.00000
20.73300,1.29033,1.81678,4.00000
20.75100,1.29033,1.81678,4.00000
20.76100,1.28882,1.81678,4.00000
20.77100,1.28791,1.81678,4.00000
20.80300,1.28457,1.81678,4.00000
20.81300,1.28153,1.81678,4.00000
20.86900,1.27819,1.81678,4.00000
20.89600,1.27606,1.81678,4.00000
20.90600,1.27060,1.81678,4.00000
20.91600,1.26483,1.81678,4.00000
20.93700,1.26392,1.81678,4.00000
20.94700,1.26088,1.81678,4.00000
20.95700,1.25693,1.81678,4.00000
20.98300,1.25481,1.81678,4.00000
20.99300,1.25056,1.81678,4.00000
21.00400,1.25086,1.81678,4.00000
21.03500,1.24995,1.81678,4.00000
21.04500,1.24388,1.81678,4.00000
21.06700,1.24236,1.81678,4.00000
21.07700,1.23963,1.81678,4.00000
21.08700,1.23993,1.81678,4.00000
21.10700,1.23689,1.81678,4.00000
21.11700,1.23264,1.81678,4.00000
21.12800,1.23112,1.81678,4.00000
21.15300,1.23052,1.81678,4.00000
21.16300,1.22809,1.81678,4.00000
21.17400,1.22809,1.81678,4.00000
21.19600,1.22627,1.81678,4.00000
21.20600,1.22323,1.81678,4.00000
21.21600,1.22080,1.81678,4.00000
21.23700,1.21928,1.81678,4.00000
21.24700,1.21533,1.81678,4.00000
21.25700,1.21412,1.81678,4.00000
21.27600,1.21412,1.81678,4.00000
21.28600,1.21230,1.81678,4.00000
21.29600,1.21048,1.81678,4.00000
21.30600,1.20774,1.81678,4.00000
21.32400,1.20501,1.81678,4.00000
21.33400,1.20228,1.81678,4.00000
21.34400,1.19954,1.81678,4.00000
21.36700,1.19863,1.81678,4.00000
21.37700,1.19620,1.81678,4.00000
21.38700,1.19317,1.81678,4.00000
21.41500,1.19408,1.81678,4.00000
21.42500,1.18922,1.81678,4.00000
21.43500,1.18861,1.81678,4.00000
21.45000,1.18618,1.81678,4.00000
21.46000,1.18375,1.81678,4.00000
21.47100,1.18193,1.81678,4.00000
21.49500,1.17920,1.81678,4.00000
21.50500,1.17859,1.81678,4.00000
21.51500,1.17495,1.81678,4.00000
21.53700,1.17495,1.81678,4.00000
21.54700,1.17070,1.81678,4.00000
21.55700,1.16948,1.81678,4.00000
21.57700,1.16857,1.81678,4.00000
21.58700,1.16402,1.81678,4.00000
21.59800,1.16250,1.81678,4.00000
21.61800,1.16159,1.81678,4.00000
21.62800,1.15977,1.81678,4.00000
21.63800,1.15946,1.81678,4.00000
21.66400,1.15794,1.81678,4.00000
21.67400,1.15369,1.81678,4.00000
21.68500,1.15218,1.81678,4.00000
21.71000,1.15096,1.81678,4.00000
21.72000,1.14580,1.81678,4.00000
21.73000,1.14550,1.81678,4.00000
21.75000,1.14519,1.81678,4.00000
21.76000,1.14246,1.81678,4.00000
21.77000,1.14094,1.81678,4.00000
21.79800,1.13851,1.81678,4.00000
21.80800,1.13305,1.81678,4.00000
21.83600,1.13031,1.81678,4.00000
21.84600,1.12971,1.81678,4.00000
21.85600,1.12728,1.81678,4.00000
21.87900,1.12576,1.81678,4.00000
21.88900,1.12545,1.81678,4.00000
21.89900,1.12363,1.81678,4.00000
21.94700,1.12120,1.81678,4.00000
21.96900,1.11969,1.81678,4.00000
21.97900,1.11635,1.81678,4.00000
21.98900,1.11422,1.81678,4.00000
22.01100,1.11179,1.81678,4.00000
22.02100,1.11027,1.81678,4.00000
