IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  CONTROLLER RESULTS FILE 
Run time: 11:15:27 26-11-2020
Barometric pressure: 1.0199 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Time[s],PV[BarA],SP[BarA],IO[mA]
22.03200,1.11088,1.81678,4.00000
22.05700,1.10997,1.81678,4.00000
22.06700,1.10724,1.81678,4.00000
22.07700,1.10633,1.81678,4.00000
22.09800,1.10572,1.81678,4.00000
22.10800,1.10420,1.81678,4.00000
22.11800,1.10420,1.81678,4.00000
22.12800,1.10359,1.81678,4.00000
22.14600,1.10238,1.81678,4.00000
22.15700,1.10238,1.81678,4.00000
22.16700,1.10116,1.81678,4.00000
22.19800,1.10147,1.81678,4.00000
22.20800,1.09661,1.81678,4.00000
22.23500,1.09722,1.81678,4.00000
22.24500,1.09539,1.81678,4.00000
22.25500,1.09448,1.81678,4.00000
22.27400,1.09418,1.81678,4.00000
22.28500,1.09388,1.81678,4.00000
22.29500,1.09236,1.81678,4.00000
22.32000,1.09388,1.81678,4.00000
22.33000,1.09236,1.81678,4.00000
22.34100,1.09114,1.81678,4.00000
22.36000,1.09114,1.81678,4.00000
22.37000,1.08902,1.81678,4.00000
22.38000,1.08841,1.81678,4.00000
22.40100,1.08689,1.81678,4.00000
22.41100,1.08689,1.81678,4.00000
22.42200,1.08750,1.81678,4.00000
22.44200,1.08780,1.81678,4.00000
22.45300,1.08507,1.81678,4.00000
22.46400,1.08446,1.81678,4.00000
22.48800,1.08143,1.81678,4.00000
22.49800,1.08294,1.81678,4.00000
22.50800,1.08446,1.81678,4.00000
22.53100,1.08325,1.81678,4.00000
22.54200,1.08203,1.81678,4.00000
22.55200,1.08234,1.81678,4.00000
22.58300,1.08294,1.81678,4.00000
22.59300,1.07930,1.81678,4.00000
22.61800,1.07900,1.81678,4.00000
22.62900,1.07869,1.81678,4.00000
22.63900,1.07748,1.81678,4.00000
22.65700,1.07778,1.81678,4.00000
22.66700,1.07687,1.81678,4.00000
22.67700,1.07718,1.81678,4.00000
22.70000,1.07778,1.81678,4.00000
22.71000,1.07566,1.81678,4.00000
22.72000,1.07323,1.81678,4.00000
22.74300,1.07505,1.81678,4.00000
22.75300,1.07596,1.81678,4.00000
22.76300,1.07596,1.81678,4.00000
22.78400,1.07566,1.81678,4.00000
22.79400,1.07110,1.81678,4.00000
22.80500,1.07141,1.81678,4.00000
22.82600,1.07292,1.81678,4.00000
22.83600,1.07171,1.81678,4.00000
22.84700,1.07019,1.81678,4.00000
22.87000,1.07080,1.81678,4.00000
22.88000,1.06958,1.81678,4.00000
22.89100,1.06807,1.81678,4.00000
22.91300,1.06867,1.81678,4.00000
22.92300,1.06867,1.81678,4.00000
22.93300,1.07019,1.81678,4.00000
22.96300,1.06746,1.81678,4.00000
22.97400,1.06807,1.81678,4.00000
22.99600,1.06837,1.81678,4.00000
23.00600,1.06624,1.81678,4.00000
23.01700,1.06442,1.81678,4.00000
23.04100,1.06351,1.81678,4.00000
23.05100,1.06533,1.81678,4.00000
23.06100,1.06412,1.81678,4.00000
23.08200,1.06655,1.81678,4.00000
23.09200,1.06442,1.81678,4.00000
23.10200,1.06594,1.81678,4.00000
23.12500,1.06533,1.81678,4.00000
23.13500,1.06412,1.81678,4.00000
23.14500,1.06351,1.81678,4.00000
23.16500,1.06290,1.81678,4.00000
23.17500,1.06260,1.81678,4.00000
23.18500,1.06078,1.81678,4.00000
23.19500,1.06199,1.81678,4.00000
23.21300,1.06351,1.81678,4.00000
23.22300,1.06412,1.81678,4.00000
23.23300,1.06199,1.81678,4.00000
23.25400,1.05896,1.81678,4.00000
23.26400,1.06078,1.81678,4.00000
23.27400,1.06230,1.81678,4.00000
23.29800,1.06351,1.81678,4.00000
23.30800,1.05774,1.81678,4.00000
23.31800,1.05896,1.81678,4.00000
23.34600,1.06078,1.81678,4.00000
23.35700,1.06199,1.81678,4.00000
23.38000,1.05653,1.81678,4.00000
23.39000,1.05622,1.81678,4.00000
23.40000,1.05835,1.81678,4.00000
23.42200,1.05805,1.81678,4.00000
23.43200,1.05562,1.81678,4.00000
23.44200,1.05592,1.81678,4.00000
23.46500,1.05744,1.81678,4.00000
23.47500,1.05562,1.81678,4.00000
23.48500,1.05592,1.81678,4.00000
23.51000,1.05865,1.81678,4.00000
23.52000,1.05562,1.81678,4.00000
23.53000,1.05622,1.81678,4.00000
23.55100,1.05622,1.81678,4.00000
23.56100,1.05531,1.81678,4.00000
23.57100,1.05258,1.81678,4.00000
23.59200,1.05471,1.81678,4.00000
23.60200,1.05592,1.81678,4.00000
23.61200,1.05410,1.81678,4.00000
23.63400,1.05349,1.81678,4.00000
23.64400,1.05015,1.81678,4.00000
23.65400,1.04833,1.81678,4.00000
23.67800,1.05137,1.81678,4.00000
23.68800,1.05228,1.81678,4.00000
23.69800,1.05228,1.81678,4.00000
23.72400,1.05167,1.81678,4.00000
23.73400,1.05076,1.81678,4.00000
23.74500,1.05167,1.81678,4.00000
23.76300,1.05137,1.81678,4.00000
23.77300,1.04894,1.81678,4.00000
23.78300,1.05045,1.81678,4.00000
23.80400,1.05137,1.81678,4.00000
23.81400,1.05015,1.81678,4.00000
23.82400,1.05137,1.81678,4.00000
23.84400,1.05076,1.81678,4.00000
23.85400,1.04742,1.81678,4.00000
23.86400,1.04772,1.81678,4.00000
23.88300,1.04833,1.81678,4.00000
23.89300,1.04894,1.81678,4.00000
23.90300,1.04894,1.81678,4.00000
23.91300,1.04954,1.81678,4.00000
23.93000,1.04833,1.81678,4.00000
23.94000,1.04924,1.81678,4.00000
23.95000,1.04742,1.81678,4.00000
23.97400,1.04620,1.81678,4.00000
23.98400,1.04742,1.81678,4.00000
23.99400,1.04681,1.81678,4.00000
24.01400,1.04560,1.81678,4.00000
24.02400,1.04833,1.81678,4.00000
24.03500,1.04894,1.81678,4.00000
24.05300,1.04742,1.81678,4.00000
24.06300,1.04438,1.81678,4.00000
24.07300,1.04408,1.81678,4.00000
24.08300,1.04742,1.81678,4.00000
24.11000,1.04711,1.81678,4.00000
24.12000,1.04803,1.81678,4.00000
24.14100,1.04803,1.81678,4.00000
24.15100,1.04104,1.81678,4.00000
24.16200,1.04165,1.81678,4.00000
24.18500,1.04772,1.81678,4.00000
24.19500,1.04681,1.81678,4.00000
24.20500,1.04681,1.81678,4.00000
24.23200,1.04499,1.81678,4.00000
24.24200,1.04438,1.81678,4.00000
24.25200,1.04742,1.81678,4.00000
24.28600,1.04620,1.81678,4.00000
