#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.98311  0.92485 -0.00937 -0.93953  0.014796  0.002459 -0.000261     6.016
   1.99108  0.93278 -0.00857 -0.93906  0.015221  0.002468 -0.000257     6.167
   1.99886  0.94052 -0.00778 -0.93863  0.015645  0.002476 -0.000254     6.318
   2.00640  0.94802 -0.00701 -0.93824  0.016063  0.002484 -0.000251     6.467
   2.01368  0.95526 -0.00626 -0.93788  0.016474  0.002491 -0.000248     6.613
   2.02067  0.96222 -0.00554 -0.93756  0.016874  0.002497 -0.000245     6.756
   2.02735  0.96885 -0.00485 -0.93727  0.017259  0.002503 -0.000243     6.894
   2.03368  0.97516 -0.00419 -0.93701  0.017626  0.002509 -0.000241     7.026
   2.03967  0.98111 -0.00357 -0.93677  0.017973  0.002514 -0.000239     7.150
   2.04530  0.98671 -0.00298 -0.93656  0.018297  0.002518 -0.000238     7.265
   2.05059  0.99197 -0.00242 -0.93636  0.018601  0.002523 -0.000236     7.374
   2.05554  0.99689 -0.00189 -0.93618  0.018879  0.002526 -0.000235     7.473
   2.05866  1.00000 -0.00157 -0.93604  0.018959  0.002530 -0.000192     7.494
   2.05866  1.00010 -0.00001  0.93604  0.035726  0.010335  0.000000     3.457
   2.06179  1.00321 -0.00023  0.93363  0.035282  0.010481  0.000000     3.366
   2.06524  1.00666 -0.00045  0.93105  0.034677  0.010636  0.000000     3.260
   2.06907  1.01049 -0.00068  0.92861  0.033968  0.010782  0.000000     3.151
   2.07331  1.01472 -0.00091  0.92616  0.033172  0.010928  0.000000     3.035
   2.07800  1.01940 -0.00116  0.92371  0.032289  0.011073  0.000000     2.916
   2.08320  1.02459 -0.00143  0.92131  0.031320  0.011214  0.000000     2.793
   2.08895  1.03034 -0.00171  0.91906  0.030267  0.011344  0.000000     2.668
   2.09533  1.03671 -0.00200  0.91703  0.029132  0.011460  0.000000     2.542
   2.10238  1.04375 -0.00232  0.91535  0.027922  0.011555  0.000000     2.416
   2.11019  1.05155 -0.00265  0.91413  0.026645  0.011622  0.000000     2.293
   2.11884  1.06020 -0.00300  0.91348  0.025315  0.011657  0.000000     2.172
   2.12841  1.06976 -0.00337  0.91354  0.023950  0.011654  0.000000     2.055
   2.13901  1.08036 -0.00375  0.91440  0.022571  0.011610  0.000000     1.944
   2.15075  1.09209 -0.00415  0.91610  0.021203  0.011526  0.000000     1.840
   2.16375  1.10508 -0.00457  0.91867  0.019871  0.011405  0.000000     1.742
   2.17814  1.11946 -0.00501  0.92205  0.018598  0.011251  0.000000     1.653
   2.19407  1.13539 -0.00546  0.92613  0.017405  0.011073  0.000000     1.572
   2.21171  1.15303 -0.00593  0.93073  0.016306  0.010881  0.000000     1.499
   2.23125  1.17255 -0.00640  0.93568  0.015311  0.010682  0.000000     1.433
   2.25288  1.19418 -0.00688  0.94079  0.014421  0.010486  0.000000     1.375
   2.27683  1.21812 -0.00736  0.94589  0.013633  0.010298  0.000000     1.324
   2.30334  1.24463 -0.00784  0.95086  0.012941  0.010121  0.000000     1.279
   2.33270  1.27399 -0.00831  0.95561  0.012336  0.009958  0.000000     1.239
   2.36521  1.30649 -0.00876  0.96008  0.011809  0.009810  0.000000     1.204
   2.40120  1.34248 -0.00918  0.96424  0.011352  0.009675  0.000000     1.173
   2.44105  1.38233 -0.00957  0.96809  0.010957  0.009554  0.000000     1.147
   2.48518  1.42646 -0.00991  0.97163  0.010616  0.009446  0.000000     1.124
   2.53403  1.47531 -0.01019  0.97486  0.010323  0.009348  0.000000     1.104
   2.58813  1.52941 -0.01038  0.97781  0.010073  0.009261  0.000000     1.088
   2.64803  1.58931 -0.01048  0.98048  0.009859  0.009184  0.000000     1.073
   2.71435  1.65562 -0.01046  0.98288  0.009677  0.009115  0.000000     1.062
   2.78778  1.72905 -0.01030  0.98504  0.009523  0.009055  0.000000     1.052
   2.86908  1.81036 -0.00997  0.98696  0.009393  0.009001  0.000000     1.044
   2.95910  1.90038 -0.00943  0.98866  0.009284  0.008954  0.000000     1.037
   3.05878  2.00005 -0.00867  0.99056  0.009180  0.008902  0.000000     1.031
