#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.97497  0.91675 -0.01019 -0.94157  0.015252  0.002434 -0.000262     6.267
   1.98311  0.92485 -0.00937 -0.94111  0.015683  0.002442 -0.000258     6.421
   1.99108  0.93278 -0.00857 -0.94069  0.016114  0.002451 -0.000255     6.575
   1.99886  0.94052 -0.00778 -0.94030  0.016542  0.002458 -0.000252     6.729
   2.00640  0.94802 -0.00701 -0.93994  0.016963  0.002465 -0.000249     6.881
   2.01368  0.95526 -0.00626 -0.93962  0.017377  0.002472 -0.000247     7.030
   2.02067  0.96222 -0.00554 -0.93933  0.017778  0.002478 -0.000244     7.176
   2.02735  0.96885 -0.00485 -0.93907  0.018164  0.002483 -0.000242     7.315
   2.03368  0.97516 -0.00419 -0.93883  0.018532  0.002488 -0.000241     7.448
   2.03967  0.98111 -0.00357 -0.93861  0.018878  0.002493 -0.000239     7.573
   2.04530  0.98671 -0.00298 -0.93841  0.019202  0.002497 -0.000238     7.690
   2.05059  0.99197 -0.00242 -0.93823  0.019506  0.002501 -0.000236     7.799
   2.05554  0.99689 -0.00189 -0.93807  0.019782  0.002505 -0.000235     7.899
   2.05866  1.00000 -0.00157 -0.93793  0.019863  0.002508 -0.000193     7.920
   2.05866  1.00010 -0.00001  0.93793  0.037931  0.010759  0.000000     3.526
   2.06179  1.00321 -0.00023  0.93573  0.037494  0.010896  0.000000     3.441
   2.06524  1.00666 -0.00045  0.93336  0.036899  0.011044  0.000000     3.341
   2.06907  1.01049 -0.00068  0.93102  0.036206  0.011189  0.000000     3.236
   2.07331  1.01472 -0.00091  0.92863  0.035426  0.011337  0.000000     3.125
   2.07800  1.01940 -0.00116  0.92621  0.034560  0.011485  0.000000     3.009
   2.08320  1.02459 -0.00143  0.92381  0.033608  0.011632  0.000000     2.889
   2.08895  1.03034 -0.00171  0.92150  0.032570  0.011771  0.000000     2.767
   2.09533  1.03671 -0.00200  0.91936  0.031447  0.011898  0.000000     2.643
   2.10238  1.04375 -0.00232  0.91748  0.030243  0.012008  0.000000     2.518
   2.11019  1.05155 -0.00265  0.91598  0.028965  0.012095  0.000000     2.395
   2.11884  1.06020 -0.00300  0.91498  0.027625  0.012151  0.000000     2.273
   2.12841  1.06976 -0.00337  0.91459  0.026236  0.012173  0.000000     2.155
   2.13901  1.08036 -0.00375  0.91493  0.024819  0.012154  0.000000     2.042
   2.15075  1.09209 -0.00415  0.91607  0.023397  0.012095  0.000000     1.934
   2.16375  1.10508 -0.00457  0.91807  0.021994  0.011995  0.000000     1.834
   2.17814  1.11946 -0.00501  0.92091  0.020636  0.011859  0.000000     1.740
   2.19407  1.13539 -0.00546  0.92451  0.019347  0.011692  0.000000     1.655
   2.21171  1.15303 -0.00593  0.92875  0.018145  0.011504  0.000000     1.577
   2.23125  1.17255 -0.00640  0.93346  0.017043  0.011304  0.000000     1.508
   2.25288  1.19418 -0.00688  0.93845  0.016049  0.011102  0.000000     1.446
   2.27683  1.21812 -0.00736  0.94355  0.015162  0.010903  0.000000     1.391
   2.30334  1.24463 -0.00784  0.94859  0.014379  0.010713  0.000000     1.342
   2.33270  1.27399 -0.00831  0.95346  0.013691  0.010537  0.000000     1.299
   2.36521  1.30649 -0.00876  0.95810  0.013091  0.010375  0.000000     1.262
   2.40120  1.34248 -0.00918  0.96243  0.012568  0.010228  0.000000     1.229
   2.44105  1.38233 -0.00957  0.96646  0.012115  0.010095  0.000000     1.200
   2.48518  1.42646 -0.00991  0.97017  0.011723  0.009976  0.000000     1.175
   2.53403  1.47531 -0.01019  0.97357  0.011386  0.009869  0.000000     1.154
   2.58813  1.52941 -0.01038  0.97667  0.011096  0.009773  0.000000     1.135
   2.64803  1.58931 -0.01048  0.97947  0.010849  0.009688  0.000000     1.120
   2.71435  1.65562 -0.01046  0.98200  0.010637  0.009613  0.000000     1.107
   2.78778  1.72905 -0.01030  0.98427  0.010458  0.009546  0.000000     1.096
   2.86908  1.81036 -0.00997  0.98630  0.010306  0.009488  0.000000     1.086
   2.95910  1.90038 -0.00943  0.98808  0.010178  0.009436  0.000000     1.079
   3.05878  2.00005 -0.00867  0.99015  0.010055  0.009378  0.000000     1.072
