"Iteration","CL Monitor: CL Monitor"
215.0,0.48864545938707415
216.0,0.48886090361848944
217.0,0.4889559230924593
218.0,0.48917528429748114
219.0,0.48927070297630826
220.0,0.48940632543412677
221.0,0.4896932707908542
222.0,0.4898053776118861
223.0,0.4900744498899635
224.0,0.49018697859235616
225.0,0.490475741512732
226.0,0.4905936460746697
227.0,0.49086709268011297
228.0,0.49109212653513934
229.0,0.4913200264680641
230.0,0.49155107167546924
231.0,0.49167036335743397
232.0,0.49197489474626266
233.0,0.49221235995934354
234.0,0.4924506631727984
235.0,0.49267275958003365
236.0,0.4929201895538573
237.0,0.4931758497384854
238.0,0.4934378916911597
239.0,0.4936557246399479
240.0,0.4939077110781917
241.0,0.4941504979209282
242.0,0.4943903071338515
243.0,0.4946392350590079
244.0,0.4949124273183541
245.0,0.4951832528564857
246.0,0.4954905153949129
247.0,0.49572898636565826
248.0,0.49596176719850565
249.0,0.49622206337996533
250.0,0.4965137347316295
251.0,0.4967772372666636
252.0,0.4970311945620816
253.0,0.49728102997841617
254.0,0.4975413840759708
255.0,0.4978480512759517
256.0,0.49811607637270494
257.0,0.49841280774781205
258.0,0.49865057877237695
259.0,0.49897067090246944
260.0,0.4991522235588568
261.0,0.49938971657115927
262.0,0.49965306943556065
263.0,0.49994603066034865
264.0,0.5002401893390739
265.0,0.5005471309204426
266.0,0.5007764612150851
267.0,0.5010282469106588
268.0,0.5012916894468885
269.0,0.501599512304922
270.0,0.5018996678194035
271.0,0.5022916730984808
272.0,0.502347983896303
273.0,0.502554726602714
274.0,0.5027775584764743
275.0,0.5030783649504798
276.0,0.5034654667565367
277.0,0.5036496626701608
278.0,0.5039037125721684
279.0,0.504135408425452
280.0,0.5044490837701222
281.0,0.5046722145843778
282.0,0.5049303762308559
283.0,0.5051732061720485
284.0,0.5054460386539559
285.0,0.50574761667731
286.0,0.5059748268182248
287.0,0.5061984795108809
288.0,0.5064400572903467
289.0,0.5066515518284367
290.0,0.5069046090693067
291.0,0.5071656786819705
292.0,0.5074524029766676
293.0,0.5076680168421384
294.0,0.507895697356724
295.0,0.5081284903578945
296.0,0.5083644039056557
297.0,0.5085915126514033
298.0,0.5088571407060858
299.0,0.50907318261043
300.0,0.509296614790026
301.0,0.5095348471491536
302.0,0.5098044324450925
303.0,0.5100086984162874
304.0,0.5102221863800969
305.0,0.5104477744165411
306.0,0.5106973593051202
307.0,0.510932885306655
308.0,0.5111182907767564
309.0,0.5113301817074426
310.0,0.5115569752741683
311.0,0.5117849128330748
312.0,0.5120155329778666
313.0,0.5122793458860294
314.0,0.5125176038414118
315.0,0.5126043453599463
316.0,0.5128908473622488
317.0,0.5131033996386566
318.0,0.5133752814189474
319.0,0.513511593247664
320.0,0.5136700378923438
321.0,0.513877523934936
322.0,0.5140883727518254
323.0,0.5143017955506253
324.0,0.5145539449608727
325.0,0.5147610633574137
326.0,0.5149786652640537
327.0,0.5153122696299218
328.0,0.5153518759620979
329.0,0.5155160899813234
330.0,0.5156070095709273
331.0,0.5159887792461987
332.0,0.5160698168443224
333.0,0.5164294579116517
334.0,0.5164915960041533
335.0,0.5166897300475446
336.0,0.5168547853232717
337.0,0.51705200544073
338.0,0.5172429541588942
339.0,0.517429640714688
340.0,0.5177129310193976
341.0,0.5177795595239816
342.0,0.5179878576561711
343.0,0.5181513948226263
344.0,0.5183597445627394
345.0,0.5184598713333658
346.0,0.5188226147796032
347.0,0.518882540482416
348.0,0.5190756865866848
349.0,0.5191483191360458
350.0,0.51938360384275
351.0,0.5195328194982344
352.0,0.5197044998525082
353.0,0.5198708530373513
354.0,0.5201208170575908
355.0,0.5201848929852285
356.0,0.5203903920882973
357.0,0.5204706088391376
358.0,0.5206922130292948
359.0,0.5208558024093733
360.0,0.5209499907593785
361.0,0.5212322150152114
362.0,0.5212996846618724
363.0,0.5214796404149027
364.0,0.5215578670335094
365.0,0.5218542937525048
366.0,0.5219112180900429
367.0,0.5220665339237489
368.0,0.5221394025008533
369.0,0.5223332755381799
370.0,0.5224175111651392
371.0,0.5226277624717047
372.0,0.5227165383282212
373.0,0.5229440676881081
374.0,0.5230216384550032
375.0,0.5232205918918701
376.0,0.5232913689315551
377.0,0.523501580622694
378.0,0.5235608615608913
379.0,0.5237223986450721
380.0,0.5237864625856974
381.0,0.5239722929795101
382.0,0.5240381642617948
383.0,0.524202703835932
384.0,0.5242800584502423
385.0,0.5244788725042426
386.0,0.5245536551010571
387.0,0.5247336811021562
388.0,0.5247992330512902
389.0,0.5248808640574355
390.0,0.525145430891031
391.0,0.5251898531133059
392.0,0.525246511779791
393.0,0.5253253958841704
394.0,0.5254238117606981
395.0,0.5257091594535366
396.0,0.5257543889902231
397.0,0.5258106136304176
398.0,0.5258803327575194
399.0,0.5260878746253773
400.0,0.5261389213956741
401.0,0.526202751144096
402.0,0.5262875445470026
403.0,0.5265838301813388
404.0,0.5266098750618956
405.0,0.5266455684829767
406.0,0.5266976211628407
407.0,0.5267666365273245
408.0,0.5269055770349585
409.0,0.5269838275080047
410.0,0.527166892771977
411.0,0.5272319486494873
412.0,0.5273479972598802
413.0,0.5274043746460038
414.0,0.5274741153183176
415.0,0.5275465896876816
416.0,0.5276954284318958
417.0,0.5277575226319513
418.0,0.5278289543521489
419.0,0.5279104522647006
420.0,0.5279961707480355
421.0,0.528082380201176
422.0,0.5281642388273889
423.0,0.5283566490745066
424.0,0.528400481028071
425.0,0.5284443167579487
426.0,0.5284963402124254
427.0,0.5286161919702799
428.0,0.528658419102399
429.0,0.5287132819590473
430.0,0.5287766125688044
431.0,0.5288457073976207
432.0,0.5289252210043347
433.0,0.5290128942422921
434.0,0.5290945490610836
435.0,0.5291839456762159
436.0,0.5292613163724019
437.0,0.5293384456664706
438.0,0.5294102428344792
439.0,0.5294774521199661
440.0,0.5295413318527171
441.0,0.5296126350292992
442.0,0.5296718980779914
443.0,0.529735700818311
444.0,0.5297989394023412
445.0,0.5298642303069552
446.0,0.5299276733307355
447.0,0.529987626378458
448.0,0.5300508010388912
449.0,0.530113988809911
450.0,0.5301747384100498
451.0,0.5302369901246047
452.0,0.5302982874844608
453.0,0.5303590734336888
454.0,0.5304149391831107
455.0,0.5304766444441636
456.0,0.530534646490775
457.0,0.5305903861958355
458.0,0.5306451126853574
459.0,0.5307005009138636
460.0,0.5307576669985535
461.0,0.5308099326107917
462.0,0.5308600610703447
463.0,0.5309095942402318
464.0,0.5309623260265904
465.0,0.5310145831346674
466.0,0.5310660614528653
467.0,0.5311152746129072
468.0,0.5311664305636209
469.0,0.5312167253252621
470.0,0.5312681509677469
471.0,0.5313215071690863
472.0,0.5313702077740124
473.0,0.5314196725594346
474.0,0.5314689156391246
475.0,0.531520289877914
476.0,0.5315657316977067
477.0,0.5316144364843506
478.0,0.5316617540863282
479.0,0.5317100331216661
480.0,0.531756506671428
481.0,0.5318031093412681
482.0,0.5318487969883283
483.0,0.5318948254570913
484.0,0.5319404689348095
485.0,0.5319865209519454
486.0,0.5320045622819655
487.0,0.532056767601114
488.0,0.5321104410899951
489.0,0.5321613843336522
490.0,0.5322088129534179
491.0,0.5322530314733724
492.0,0.5322952255781447
493.0,0.5323363934740998
494.0,0.5323749418862688
495.0,0.5323899201241762
496.0,0.5324373203641143
497.0,0.5324821488224267
498.0,0.532525065641916
499.0,0.5325419118179111
500.0,0.5325899662202495
501.0,0.5326388878696994
502.0,0.5326839078770856
503.0,0.532701527642309
504.0,0.5327518928100284
505.0,0.5327979007176398
506.0,0.5328157541296666
507.0,0.5328692400940959
508.0,0.5328875420786473
509.0,0.5329415104000039
510.0,0.5329602564522943
511.0,0.5330119302575951
512.0,0.5330579364457855
513.0,0.5331017762130889
514.0,0.5331175111785758
515.0,0.5331597594615669
516.0,0.5332002653240986
517.0,0.5332367138299939
518.0,0.5332497224385648
519.0,0.5332645457826436
520.0,0.5333083279454706
521.0,0.5333493067407449
522.0,0.5333899593154473
523.0,0.5334278773416955
524.0,0.5334419760563817
525.0,0.5334824938292525
526.0,0.5334973755634703
527.0,0.533538020792725
528.0,0.5335780177899926
529.0,0.5335924392692792
530.0,0.5336086180180741
531.0,0.5336544642832277
532.0,0.533696479843925
533.0,0.5337118730107867
534.0,0.5337546191009153
535.0,0.5337700981313738
536.0,0.5337870177834207
537.0,0.533834549484697
538.0,0.5338775748639042
539.0,0.5338920766397309
540.0,0.5339307305047655
541.0,0.5339438624333663
542.0,0.533957391076851
543.0,0.5339964913798535
544.0,0.5340099527558969
545.0,0.5340482410234263
546.0,0.5340622116262735
547.0,0.5340996432664714
548.0,0.5341134175455727
549.0,0.5341505614409174
550.0,0.5341839957552721
551.0,0.5341953297907426
552.0,0.5342070086630925
553.0,0.534219622435403
554.0,0.5342545206007562
555.0,0.5342884086556345
556.0,0.5343188964317506
557.0,0.5343295350784633
558.0,0.5343574746718451
559.0,0.5343672720001359
560.0,0.5343779103071701
561.0,0.5344068740263356
562.0,0.5344179906091009
563.0,0.5344302360018615
564.0,0.5344634076807576
565.0,0.5344761109287366
566.0,0.5345099398781739
567.0,0.5345222533519385
568.0,0.5345352079143124
569.0,0.534549155056088
570.0,0.5345889768902109
571.0,0.5346025166219075
572.0,0.5346377602662971
573.0,0.5346683762640937
574.0,0.5346775729215396
575.0,0.5346866041983013
576.0,0.5346959579122383
577.0,0.5347059866594748
578.0,0.5347170785709758
579.0,0.5347478141539739
580.0,0.5347591600536313
581.0,0.5347712515837799
582.0,0.5348018246486259
583.0,0.5348136027160298
584.0,0.5348436372918297
585.0,0.5348541504873389
586.0,0.5348816676803086
587.0,0.5348906681262543
588.0,0.5348997685759508
589.0,0.5349093891907467
590.0,0.5349349841322688
591.0,0.5349443402542112
592.0,0.5349541996493554
593.0,0.5349805414177888
594.0,0.5349901000959877
595.0,0.5350002250675222
596.0,0.5350111125128397
597.0,0.535022842024823
598.0,0.5350354844250123
599.0,0.5350684980431072
600.0,0.5350803801184857
601.0,0.5350925068591057
602.0,0.5351048873054923
603.0,0.53511765299135
604.0,0.5351307974260481
605.0,0.5351443812271831
606.0,0.5351782126313398
607.0,0.5352080111018269
608.0,0.5352170978479348
609.0,0.5352255160542332
610.0,0.5352337152302805
611.0,0.5352420457989385
612.0,0.5352507037852262
613.0,0.5352598945729867
614.0,0.5352697814084447
615.0,0.5352971348717668
616.0,0.5353065008463724
617.0,0.535316102692123
618.0,0.5353261672850221
619.0,0.5353367600658145
620.0,0.5353479628883705
621.0,0.5353597334931206
622.0,0.5353720747580667
623.0,0.5354049502018309
624.0,0.5354155741770731
625.0,0.5354259258463665
626.0,0.5354361334201029
627.0,0.535446264593539
628.0,0.5354564767602045
629.0,0.5354669416023553
630.0,0.535477610904116
631.0,0.5354884272751993
632.0,0.5354994836249557
633.0,0.5355269316807291
634.0,0.5355363661861456
635.0,0.5355454567791317
636.0,0.5355544415727848
637.0,0.5355633928849329
638.0,0.535572406550724
639.0,0.5355949765543552
640.0,0.5356027862543393
641.0,0.5356105387922468
642.0,0.5356183374685534
643.0,0.5356385961359666
644.0,0.535645432242579
645.0,0.5356629532306484
646.0,0.5356688509613319
647.0,0.5356748772036415
648.0,0.5356910793296787
649.0,0.5356966939568272
650.0,0.5357116860212678
651.0,0.5357171716643168
652.0,0.5357230705616344
653.0,0.5357296092326723
654.0,0.5357481103504418
655.0,0.5357654111744652
656.0,0.535771323589509
657.0,0.535777535643261
658.0,0.5357842444392259
659.0,0.5357915118733365
660.0,0.5357994607306666
661.0,0.5358080217900976
662.0,0.5358172389145605
663.0,0.5358269767501685
664.0,0.5358372539273255
665.0,0.5358478959525036
666.0,0.5358587951774669
667.0,0.5358698382920475
668.0,0.5358970923962474
669.0,0.5359059745545066
670.0,0.5359141916979343
671.0,0.5359218848359306
672.0,0.535929276376546
673.0,0.5359363976164069
674.0,0.5359433673338951
675.0,0.5359502963154085
676.0,0.5359573304679834
677.0,0.5359754302425972
678.0,0.5359815050028516
679.0,0.5359875370399702
680.0,0.5359936548215263
681.0,0.5360000903783325
682.0,0.5360068445306593
683.0,0.5360139971616691
684.0,0.5360215999348734
685.0,0.5360296365852485
686.0,0.5360510589942723
687.0,0.5360582630555982
688.0,0.5360653873535929
689.0,0.5360725823308595
690.0,0.5360798890492384
691.0,0.5360987715660493
692.0,0.5361048592108336
693.0,0.5361106918450831
694.0,0.5361164448506767
695.0,0.5361222989728476
696.0,0.5361283107718293
697.0,0.5361346055989608
698.0,0.5361411009180447
699.0,0.5361479667506387
700.0,0.5361550923444063
701.0,0.5361625267629975
702.0,0.5361701603287576
703.0,0.5361780545697538
704.0,0.5361861168896657
705.0,0.536194351462961
706.0,0.5362025842500135
707.0,0.5362108325139715
708.0,0.5362310368124992
709.0,0.536237559773828
710.0,0.5362435725685553
711.0,0.5362492327364033
712.0,0.5362546141002903
713.0,0.5362599291014021
714.0,0.5362652251929237
715.0,0.5362706128843148
716.0,0.5362762030977909
717.0,0.5362819438468348
718.0,0.5362879642940056
719.0,0.5362942036773082
720.0,0.5363006958644363
721.0,0.5363074496023637
722.0,0.5363250436326191
723.0,0.5363308152409185
724.0,0.5363363914695056
725.0,0.5363418768432742
726.0,0.5363473265486542
727.0,0.5363528234465692
728.0,0.536358469828709
729.0,0.5363641919312049
730.0,0.5363700296809641
731.0,0.5363759451641061
732.0,0.5363820000149686
733.0,0.5363881761680085
734.0,0.536394454846393
735.0,0.5364008762630382
736.0,0.536407276679088
737.0,0.5364137346863854
738.0,0.5364202073747394
739.0,0.5364266534038405
740.0,0.5364330503981405
741.0,0.5364393566038255
742.0,0.5364548698531851
743.0,0.5364598586625873
744.0,0.5364645339388932
745.0,0.5364689600916285
746.0,0.5364732219995824
747.0,0.5364774502712216
748.0,0.5364817331266187
749.0,0.5364861376840591
750.0,0.5364906529152154
751.0,0.5364953344386431
752.0,0.5365002443109808
753.0,0.5365053823506595
754.0,0.5365107308027264
755.0,0.5365162653664891
756.0,0.536521992337355
757.0,0.5365278313693079
758.0,0.5365337939881788
759.0,0.5365397431057307
760.0,0.536545632385902
761.0,0.5365514626006694
762.0,0.536557218153762
763.0,0.5365628406017153
764.0,0.5365683784269103
765.0,0.536573762168449
766.0,0.5365789750597484
767.0,0.5365840715880135
768.0,0.5365890199946621
769.0,0.5365938022311938
770.0,0.5365984678971013
771.0,0.5366030543021093
772.0,0.5366075458031779
773.0,0.5366119927182453
774.0,0.536616370654598
775.0,0.5366207588561469
776.0,0.5366251328329039
777.0,0.5366295608900392
778.0,0.5366340261714273
779.0,0.5366385089384936
780.0,0.5366430531319564
781.0,0.536647645592788
782.0,0.5366522994015192
783.0,0.5366569894148494
784.0,0.5366617482808037
785.0,0.5366665097415113
786.0,0.5366712695372622
787.0,0.5366760020682777
788.0,0.5366807052362086
789.0,0.5366853566798387
790.0,0.5366899758892612
791.0,0.5366945727865114
792.0,0.5366990699744812
793.0,0.5367035297129558
794.0,0.5367079618641003
795.0,0.5367123510112021
796.0,0.5367166708425626
797.0,0.5367209861655282
798.0,0.5367252271924514
799.0,0.5367293767531224
800.0,0.5367334314338619
801.0,0.5367374671034936
802.0,0.5367414499228209
803.0,0.5367453419389081
804.0,0.536749189808551
805.0,0.536758754360936
806.0,0.536761705448579
807.0,0.5367644400274937
808.0,0.5367670544988024
809.0,0.5367696215276052
810.0,0.5367722340402135
811.0,0.5367748871211281
812.0,0.5367776134292114
813.0,0.5367804827106152
814.0,0.5367835420910849
815.0,0.536786813834139
816.0,0.5367902872707537
817.0,0.5367998250377906
818.0,0.536802877503954
819.0,0.5368059314947664
820.0,0.5368089655681856
821.0,0.5368120128851345
822.0,0.536815145222895
823.0,0.536818353794969
824.0,0.5368216673102817
825.0,0.5368251140656588
826.0,0.5368286703844838
827.0,0.5368323183106677
828.0,0.5368360356369881
829.0,0.5368398047400255
830.0,0.5368435864034069
831.0,0.5368473890747238
832.0,0.5368511505098497
833.0,0.5368548800001078
834.0,0.536858631308032
835.0,0.5368622453144165
836.0,0.5368658015824195
837.0,0.5368692746783656
838.0,0.5368726179220616
839.0,0.5368759228542469
840.0,0.5368790672016049
841.0,0.5368820715577006
842.0,0.5368849894037945
843.0,0.5368878467664121
844.0,0.5368905856279551
845.0,0.5368932695321315
846.0,0.5368959202908076
847.0,0.5368985428962217
848.0,0.5369011236153602
849.0,0.536903715804213
850.0,0.5369062911460775
851.0,0.5369088964187213
852.0,0.5369115367238468
853.0,0.5369142208327862
854.0,0.536916972934084
855.0,0.536919785388986
856.0,0.5369226323835976
857.0,0.5369255213109634
858.0,0.5369284676921438
859.0,0.5369314279098406
860.0,0.5369344009244953
861.0,0.5369374018468698
862.0,0.536940414835505
863.0,0.5369434761234858
864.0,0.5369465269955573
865.0,0.5369495800078208
866.0,0.5369526098577803
867.0,0.536955599660142
868.0,0.5369585699788907
869.0,0.536961486466318
870.0,0.5369643744194492
871.0,0.5369671821284844
872.0,0.5369699401018287
873.0,0.5369726020518621
874.0,0.5369751779720192
875.0,0.536977677335633
876.0,0.5369801241347224
877.0,0.5369824864731347
878.0,0.5369848106703353
879.0,0.536987107825692
880.0,0.536989362204151
881.0,0.5369915717533773
882.0,0.5369938048843794
883.0,0.5369960009906195
884.0,0.5369981569750165
885.0,0.5370003311285183
886.0,0.5370025401689625
887.0,0.537004797550276
888.0,0.5370070981068846
889.0,0.5370093940550116
890.0,0.5370116647503131
891.0,0.5370139284591642
892.0,0.5370162042432952
893.0,0.537018498951836
894.0,0.537020758786072
895.0,0.5370230185873214
896.0,0.5370252725651473
897.0,0.5370275269946616
898.0,0.5370297271523391
899.0,0.5370319063681865
900.0,0.5370340660162612
901.0,0.5370362046636102
902.0,0.5370383248668082
903.0,0.5370404804204689
904.0,0.5370426189972797
905.0,0.5370447663953323
906.0,0.5370469113558008
907.0,0.5370490308448215
908.0,0.5370511967776367
909.0,0.5370533713836118
910.0,0.5370555328841156
911.0,0.5370576917129686
912.0,0.537059843066957
913.0,0.5370619431511908
914.0,0.5370640299389778
915.0,0.5370661027716069
916.0,0.5370681071500671
917.0,0.5370700632523377
918.0,0.5370719873014888
919.0,0.5370738671549976
920.0,0.5370757138622513
921.0,0.5370775162495217
922.0,0.537079264088123
923.0,0.5370809726461425
924.0,0.5370826609563869
925.0,0.5370843402404424
926.0,0.5370859934423192
927.0,0.5370876774032
928.0,0.5370893102037185
929.0,0.5370909067909394
930.0,0.5370925248849019
931.0,0.5370941817081468
932.0,0.5370958455872887
933.0,0.5370975624839931
934.0,0.5370993278579703
935.0,0.5371011418607627
936.0,0.5371029852931825
937.0,0.5371048760883718
938.0,0.5371067914058472
939.0,0.537108736747773
940.0,0.5371106896151223
941.0,0.5371126409632871
942.0,0.5371146200428126
943.0,0.5371165590944506
944.0,0.5371184381455423
945.0,0.5371202593430255
946.0,0.5371220470710933
947.0,0.5371237770396222
948.0,0.5371254835279929
949.0,0.5371271281272089
950.0,0.5371287452307214
951.0,0.5371302772582833
952.0,0.5371317948692982
953.0,0.537133247123142
954.0,0.537134679883163
955.0,0.5371360787837139
956.0,0.5371374513654605
957.0,0.5371387772528765
958.0,0.5371400764561096
959.0,0.5371413257094874
960.0,0.5371425536713074
961.0,0.5371437839953876
962.0,0.5371449887950321
963.0,0.5371462067145334
964.0,0.5371474440921454
965.0,0.537148687033542
966.0,0.5371499749404832
967.0,0.5371512671666955
968.0,0.5371525727220834
969.0,0.5371539236552786
970.0,0.5371553397187485
971.0,0.5371567854664181
972.0,0.5371582482574963
973.0,0.5371597597548342
974.0,0.5371612922248258
975.0,0.5371628463030331
976.0,0.53716438584495
977.0,0.5371659398912058
978.0,0.5371674446498456
979.0,0.5371689653583511
980.0,0.5371704705008804
981.0,0.5371719451601931
982.0,0.5371758343218035
983.0,0.5371769827691952
984.0,0.5371779918707987
985.0,0.5371789279980862
986.0,0.5371797641771557
987.0,0.5371805659716461
988.0,0.537181338650451
989.0,0.537182116787786
990.0,0.5371829216143051
991.0,0.5371837415396455
992.0,0.5371845672684898
993.0,0.5371854279107533
994.0,0.5371863298131769
995.0,0.5371872677480786
996.0,0.5371883195875865
997.0,0.5371894379048507
998.0,0.5371906270447889
999.0,0.5371918477877496
1000.0,0.5371931161034101
1001.0,0.537194415284683
1002.0,0.5371957193530882
1003.0,0.5371970679702776
1004.0,0.5371984383420252
1005.0,0.5371998643272027
1006.0,0.5372013080580004
1007.0,0.5372027399050893
1008.0,0.537204128407766
1009.0,0.5372054698534052
1010.0,0.5372067674491493
1011.0,0.5372080082503975
1012.0,0.5372091938974798
1013.0,0.5372103257488688
1014.0,0.5372114489394976
1015.0,0.5372124884552135
1016.0,0.5372134872736456
1017.0,0.5372144669547666
1018.0,0.5372154253464613
1019.0,0.5372163821082868
1020.0,0.5372173215299498
1021.0,0.5372182292894684
1022.0,0.5372191193620349
1023.0,0.5372199916087177
1024.0,0.5372208347535274
1025.0,0.5372216786957742
1026.0,0.5372225348897351
1027.0,0.5372233553434178
1028.0,0.5372241734596784
1029.0,0.5372249961628165
1030.0,0.5372258469052665
1031.0,0.5372266396386569
1032.0,0.5372274268972554
1033.0,0.5372282254609534
1034.0,0.5372290518006488
1035.0,0.5372298977289216
1036.0,0.5372307865984264
1037.0,0.537231724274268
1038.0,0.5372326673929918
1039.0,0.5372335983534742
1040.0,0.5372360026149541
1041.0,0.5372367645200175
1042.0,0.5372375262442919
1043.0,0.5372382681879396
1044.0,0.5372389921019428
1045.0,0.5372397462721834
1046.0,0.5372405458230394
1047.0,0.5372413886724137
1048.0,0.5372422531565497
1049.0,0.5372431327020554
1050.0,0.5372440562414712
1051.0,0.5372449948484868
1052.0,0.5372459224380932
1053.0,0.5372468645311494
1054.0,0.5372477962590735
1055.0,0.5372487006551927
1056.0,0.5372496132012134
1057.0,0.5372505113004369
1058.0,0.5372514083933975
1059.0,0.5372522477094699
1060.0,0.5372530855553833
1061.0,0.5372539180713376
1062.0,0.5372546527215762
1063.0,0.5372553439209575
1064.0,0.5372560000145942
1065.0,0.537256615309532
1066.0,0.5372572180907965
1067.0,0.537257790001801
1068.0,0.5372583358254422
1069.0,0.5372588538074138
1070.0,0.5372593898460042
1071.0,0.5372599713922221
1072.0,0.5372606033113283
1073.0,0.5372612424734298
1074.0,0.5372619151390299
1075.0,0.5372626380948171
